image,incorrect,correct
images_group_62_908_15070.png,на жителяхъ,на жителяхъ-
images_group_62_908_15072.png,на хлѣбномъ,ни хлѣбномъ
images_group_62_908_15079.png,съжите,съ жите
images_group_62_908_15080.png,лей,лей:
images_group_62_908_15083.png,и Инород-,и инород
images_group_62_908_15086.png,", а съ крестьянъ",а съ крестьянъ
images_group_62_908_15087.png,по 3 копѣки,по 3 копѣки.
images_group_62_908_15089.png,за убылью-,за убылью
images_group_62_908_15090.png,душъ.,душъ
images_group_62_908_15099.png,года.,года
images_group_62_908_15100.png,За тѣмъ,за тѣмъ
images_group_62_908_15106.png,Въ дому,Въ долгу
images_group_62_908_15108.png,капита,Капита
images_group_62_908_15109.png,лѣ.,лѣ
images_group_62_908_15118.png,на жителяхъ,на жителяхъ.
images_group_62_908_15123.png,причисленія,причисленія-
images_group_62_908_15133.png,вступившихъ,встрившихъ
images_group_62_908_15141.png,оклада 1867 ро,оклада 1867-го
images_group_62_908_15154.png,За тѣмъ,за тѣмъ
images_group_62_908_15171.png,Въ 1865 году,Въ 1865 году 
images_group_62_908_15190.png,жителяхъ.,жителяхъ.-
images_group_62_908_17489.png,2457 р.,2457р.
images_group_62_908_17492.png,2249 р.,2249р
images_group_62_908_17495.png,110р.,110 р.
images_group_62_908_17496.png,27682 р,27682р
images_group_62_908_17498.png,34435 р.,34435р
images_group_62_908_17510.png,449 р.,449р.
images_group_62_908_17511.png,58р,58 р.
images_group_62_908_17512.png,12р.,12 р.
images_group_62_908_17516.png,26 1/4 к.,26 1/4к
images_group_62_908_17517.png,48 3/7 к.,48 3/4к
images_group_62_908_17520.png,60 1/2к,60 1/2 к.
images_group_62_908_17523.png,67 к.,67к.
images_group_62_908_17524.png,36 1/4к,36 3/4к
images_group_62_908_17527.png,79 к.,79к.
images_group_62_908_17532.png,2 1/2к,2 1/2 к.
images_group_62_908_17533.png,78 к.,78к
images_group_62_908_17535.png,23 3/4к,23 3/4 к.
images_group_62_908_17543.png,26 1/2 к.,26 1/2к
images_group_62_910_18075.png,4470,44 3/4 40
images_group_62_910_18076.png,32 1/7,92 3/4
images_group_62_910_18078.png,307.,507
images_group_62_910_18079.png,"26,565",65.
images_group_62_910_18082.png,15.718.,15718
images_group_62_910_18083.png,978.,978
images_group_62_910_18086.png,63971.,63971
images_group_62_910_18089.png,18881.,18.881.
images_group_62_910_18090.png,40258,40.258.
images_group_62_910_18092.png,20502,20.502.
images_group_62_910_18095.png,16605,16.605
images_group_62_910_18096.png,26 1/2,26 1/4
images_group_62_910_18097.png,51 3/4,51 1/4
images_group_62_910_18099.png,17272,17279
images_group_62_910_18101.png,48 1/4,48 1/2
images_group_62_910_18105.png,13.,19
images_group_62_910_18106.png,2822,2822.
images_group_62_910_18109.png,43 1/4,43 1/2
images_group_62_910_18110.png,1587,_1587.
images_group_62_910_18114.png,5250,5250.
images_group_62_910_18117.png,19 3/4,19 3/4 
images_group_62_910_21427.png,кой,коп
images_group_62_9091_21693.png,97,27
images_group_62_9091_21694.png,а,б)
images_group_62_9091_21695.png,а),з)
images_group_62_9087_21946.png,95,25
images_group_62_910_21965.png,Яно-8866 г.,Ян - 1816 г.
images_group_26_36_189.png,"м.,","М.,"
images_group_26_36_190.png,Бѣлые и,Бѣглые и
images_group_26_36_195.png,вродячи,вродяги
images_group_26_36_200.png,Красноярскѣ-,Красноярснкѣ-
images_group_26_36_203.png,174 и,114 и
images_group_26_36_208.png,ки,чи-
images_group_26_36_210.png,несполне,невполне
images_group_26_36_213.png,сил,слѣ
images_group_26_36_219.png,своей,свой
images_group_26_36_223.png,сибиръ,Сибирь
images_group_26_36_225.png,въ,16
images_group_26_36_234.png,менщинъ.,женщинъ.
images_group_26_36_243.png,по,но
images_group_26_36_246.png,сущ,суду
images_group_26_36_253.png,открыти,открыто
images_group_26_36_256.png,Енисейскѣ,"Енисейскѣ,"
images_group_26_36_258.png,наблюде,наблюде-
images_group_26_36_262.png,11.,"11,"
images_group_26_36_268.png,литета,митета
images_group_26_36_274.png,"п.,","н.,"
images_group_26_36_275.png,Арестанты.,Арестанты
images_group_26_36_278.png,виедно,видно
images_group_26_36_286.png,No5.,"No5,"
images_group_26_36_311.png,въ,16
images_group_26_36_318.png,варится,водится
images_group_26_36_320.png,позаключенномус,по заключенному съ
images_group_26_36_321.png,подрадчикомъ,подрядчикамъ
images_group_26_36_323.png,сени,жна
images_group_26_36_325.png,окончина,окончена
images_group_26_36_327.png,24 мъ,24 Iю-
images_group_26_36_329.png,мо,лю
images_group_26_36_334.png,по постройкѣ,по пострыйкѣ
images_group_26_36_335.png,де,де-
images_group_26_360_360.png,Испров,Исправ
images_group_26_3609_912.png,заиключеніемъ,за исключеніемъ
images_group_26_3609_921.png,никакой,ни какой
images_group_26_3609_924.png,живать,живатъ
images_group_26_3609_939.png,"193,688 р.","193,688р."
images_group_26_3609_960.png,предстоить,предстоитъ
images_group_26_3609_964.png,"испра,",испра-
images_group_26_3622_2049.png,Тапографія,Типографія
images_group_26_3622_2062.png,"состояніи,",состояніи
images_group_26_3622_2090.png,"1,082го","1,082-х"
images_group_26_3622_2096.png,чискихъ,ческіхъ
images_group_26_3622_2098.png,99 мѣзь.,99 назв.
images_group_26_3622_2102.png,на бумму,на сумму
images_group_26_3622_2105.png,Библитска,Библіотека
images_group_26_3629_2509.png,"углѣчило,","успѣшно,"
images_group_26_3629_2516.png,"дѣлъ,","дѣль,"
images_group_26_3629_2541.png,масолѣпітву,малолѣтству
images_group_26_3629_2542.png,на слѣд-,наслѣд-
images_group_26_3629_2546.png,глухонемота-,глухонемотѣ
images_group_26_3629_2547.png,торамъ,спорамъ
images_group_26_3629_2555.png,состояв-,состоя-
images_group_26_3629_2560.png,зноупотребленіе,злоупотребленіе
images_group_26_3635_3082.png,Коллен-,Коллеж-
images_group_26_3635_3100.png,Княгъ,Князь
images_group_26_3635_3101.png,Костровы-,Костровъ-
images_group_26_3635_3118.png,всѣмѣ,всѣмъ
images_group_26_3635_3122.png,"Чиновниковъ,",Чиновниковъ
images_group_26_3636_3131.png,числа,числѣ
images_group_26_3636_3134.png,орденами,Орденами
images_group_26_3636_3138.png,1/2,"1,"
images_group_26_3636_3139.png,4-о теп.,4-й степ.
images_group_26_3636_3143.png,выслугу,- выслугу
images_group_26_3636_3150.png,слава,"слава,"
images_group_26_3636_3153.png,3 капеп.,3-й степ.
images_group_26_3636_3155.png,серебряною,серебряного
images_group_26_3636_3156.png,медило,медалью
images_group_26_3636_3158.png,надпишью,надписью
images_group_26_3636_3163.png,лебнія.,шенія.
images_group_26_3636_3170.png,1-ю,1-мъ
images_group_26_3636_3173.png,"2.,","2,"
images_group_26_3636_3189.png,предположенія:,предположения:
images_group_26_3641_3507.png,Копія,Копія.
images_group_26_3656_5076.png,О Чиновникахъ,О Чиновникахъ.
images_group_26_3656_5080.png,судимихъ,судимыхъ
images_group_26_3656_5087.png,26 го,26-го
images_group_26_3656_5088.png,взыкнанія,взысканія
images_group_26_3656_5093.png,"за No1275,",за No 1275.
images_group_26_3656_5111.png,469,469.
images_group_26_3656_5112.png,"470,",470.
images_group_26_3656_5113.png,за NoNo,за NoNo-ми
images_group_26_3656_5124.png,отъ Мину-,отъ Мину
images_group_26_367_6261.png,11-го отдѣленія,11-го Отдѣленія
images_group_26_367_6273.png,золотопроснышленника,золотопромышленника
images_group_26_367_6282.png,занеокончаніемъ,за неокончаніемъ
images_group_26_367_6284.png,"публикацій,","публикаціи,"
images_group_26_367_6286.png,кредитеры,кредиторы
images_group_26_367_6305.png,Почетна го,Почетнаго
images_group_26_367_6306.png,драж-,Граж-
images_group_26_367_6333.png,"Апрѣля,",Апрѣля
images_group_26_367_6335.png,"мая,","Мая,"
images_group_26_367_6340.png,Ноября,7 Ноября
images_group_26_367_6345.png,"16259,","16,259,"
images_group_26_367_6351.png,7011,7071
images_group_26_367_6352.png,и,И
images_group_26_367_6359.png,"дѣлѣ,",дѣлѣ
images_group_26_367_6363.png,Губерніею,Губерніего
images_group_26_367_6375.png,за No1617,"за No 1617,"
images_group_26_367_6376.png,и 5842.,и 5842.-
images_group_26_367_6381.png,О долгихъ,О долгахъ
images_group_26_367_6382.png,золотопромышленно,золотопромышленни
images_group_26_367_6394.png,предъяв-,предъяв
images_group_26_3686_8157.png,Сыдѣльни-,Сидѣльни-
images_group_26_3686_8164.png,копескъ,копѣекъ
images_group_26_3686_8168.png,3 рубла,3 рубли
images_group_26_3686_8179.png,овзысканіи,о взысканіи
images_group_26_3686_8181.png,Подонесенію,По донесенію
images_group_26_3686_8189.png,1224 пуд.,1224 году.
images_group_26_3686_8191.png,У рядника,Урядника
images_group_26_3686_8192.png,Кандына,Кандина
images_group_26_3686_8203.png,ДѢЛЪ.,дѣлъ
images_group_26_3686_8205.png,подтвержденіе,подтверждено
images_group_26_3686_8213.png,доставленіи,доставленій
images_group_26_3686_8214.png,"за No7784,","за No784,"
images_group_26_3686_8245.png,О скорѣйшемъ,скорѣйшемъ
images_group_26_3686_8250.png,за No4102.,за No 4102.
images_group_26_3686_8256.png,Губернская,Губернскаго
images_group_26_3686_8265.png,Градскою,Градскою.
images_group_26_3686_8278.png,No1780-го,No1780-мъ.
images_group_26_3686_8289.png,Оскорѣшеніемъ,О скорѣйшемъ
images_group_26_3686_8292.png,за NoNo2754.,за No 2754.
images_group_26_36_8340.png,допипъ,одинъ
images_group_26_36_8341.png,тюремный за,тюремный за-
images_group_26_36_8342.png,С.,"о.,"
images_group_26_3656_8588.png,стивѣсшему,стивѣйшему
images_group_26_3686_9688.png,НЕРѢШЕННЫМИ.,НЕРѢШЕННЫМИ
images_group_26_3686_9702.png,Ка,ка
images_group_33_5185_7.png,расложенія,разложенія
images_group_33_5185_8.png,труповъ,труповъ.
images_group_33_5185_10.png,Задачи.,Падежи.
images_group_33_5185_13.png,наковидно,какъвидно
images_group_33_5185_22.png,ка.),No а.)
images_group_33_5185_23.png,обществен,Обществен-
images_group_33_5185_39.png,приказы,приказа
images_group_33_5185_40.png,въ 1859 г.,въ 1859г.
images_group_33_5185_42.png,"слинскомъ,","слийскомъ,"
images_group_33_5190_436.png,Пріютъ,пріютъ
images_group_33_5190_444.png,при,При
images_group_33_5190_448.png,полкѣ.,полкѣ:
images_group_33_5190_458.png,въ 1859г.,въ 1859 г.
images_group_33_5190_462.png,предшество,предшество-
images_group_33_5190_467.png,чь учениками.,46 учениками.
images_group_33_5190_469.png,вышеноказанныхъ,вышепоказанныхъ
images_group_33_5190_470.png,учеблыкъ,учебныхъ
images_group_33_5190_472.png,въ 1859 г.,въ 1859г.
images_group_33_5197_808.png,сформированія же,сформированія на
images_group_33_5197_819.png,и ми-,и Ми-
images_group_33_5197_827.png,череди,очереди
images_group_33_5197_829.png,мѣщане.,мѣшали.
images_group_33_5197_830.png,"2, Квартирная",д.) Квартирная
images_group_33_5197_853.png,въ 1859 г.,въ 1859г.
images_group_33_5197_854.png,не было.,небыло.
images_group_33_5197_855.png,"с,",4
images_group_33_5197_856.png,Земская Поли,Земская Поли-
images_group_33_5197_857.png,Дѣлопроизводство,"Дѣлопроизводство,"
images_group_33_520_1095.png,31 об,21 об
images_group_33_520_1098.png,22 11,22 21
images_group_33_520_1099.png,2322,23 22
images_group_33_520_1107.png,л),л.)
images_group_33_520_1120.png,36/7.,36 / т.
images_group_33_520_1122.png,хлѣбопашество-,хлѣбопашество.
images_group_33_520_1137.png,гу-,Гу-
images_group_33_520_1146.png,У,у
images_group_33_520_1171.png,запаги,запаги-
images_group_33_520_1177.png,увелычивается;,увеличивается;
images_group_33_520_1208.png,финскимъ,Финскимъ
images_group_33_520_1221.png,4,у
images_group_33_520_1252.png,чрезвычай но,чрезвычайно
images_group_33_520_1260.png,Совѣтникъ,совѣтник
images_group_33_5232_3451.png,надѣ,надъ
images_group_33_5232_3456.png,Дѣйствіе,Дѣйствія
images_group_33_5232_3466.png,и затѣмъ,и Затѣмъ
images_group_33_5232_3484.png,ко,К
images_group_33_5232_3493.png,причнанныхъ,признанныхъ
images_group_33_5232_3496.png,и наслѣдницѣ,и наслѣдницы Бо
images_group_33_5238_3819.png,Гавриля Типо,Гаврила Тихо
images_group_33_5238_3821.png,91,41
images_group_33_5238_3831.png,Совѣтника Але,Совѣтника Алек-
images_group_33_5246_4466.png,3 отдѣленія,3 Отдѣленія
images_group_33_5246_4470.png,Попредложенію Г.,По предложенію Г.
images_group_33_5246_4474.png,производимой,производились
images_group_33_5246_4480.png,хлѣбна,хлѣбно
images_group_33_5246_4487.png,порядокъ съл,порядокъ дѣлъ
images_group_33_5246_4492.png,запаснаго,Запаснаго
images_group_33_5246_4497.png,Поотношенію,По отношенію
images_group_33_5246_4498.png,Енисейской,Енисейскай
images_group_33_5246_4513.png,Апрѣля за А,Апрѣля за No
images_group_33_5249_4720.png,и Костинско-,и Костинска
images_group_33_5249_4725.png,No5752-мъ,No5752-
images_group_33_5249_4730.png,Покопіи,По копіи
images_group_33_5249_4731.png,постановлен,постановлені
images_group_33_5249_4735.png,но,не
images_group_33_5249_4740.png,Iю отдѣ,IV отдѣ
images_group_33_5249_4749.png,охлѣбной,о хлѣбной
images_group_33_5249_4755.png,считающейся нанъ,считающейся на по
images_group_33_5249_4761.png,проному,пооному
images_group_33_5249_4764.png,предписа-,предписа
images_group_33_5249_4770.png,орозысканіи,о розысканіи
images_group_33_5249_4776.png,федорѣ,Федорѣ
images_group_33_5249_4782.png,Исправляющъ,Исправляюща
images_group_33_5250_4990.png,скаю,скаго
images_group_33_5250_4997.png,чи,чис
images_group_33_5250_4999.png,напоселенце-,на поселенцѣ
images_group_33_5250_5002.png,Гилева,Гилевѣ
images_group_33_5250_5014.png,Туруха,Турухан
images_group_33_5250_5031.png,"за No1,519,","за No3,154,"
images_group_33_5250_5039.png,"кихъ,",коихъ
images_group_33_5250_5048.png,настоящею,настоящаю
images_group_33_5250_5052.png,98,98.
images_group_33_5250_5057.png,на,На-
images_group_33_5250_5061.png,быть едѣ-,быть сдѣ-
images_group_33_5250_5064.png,"Губерніи,",Губерніи
images_group_33_5250_5068.png,П.,Г.
images_group_33_5250_5071.png,находя,находя-
images_group_33_5251_5080.png,отомъ,о томъ
images_group_33_5251_5085.png,ся 26 г. Января,ся 26 ч. Января
images_group_33_5251_5088.png,магазинов,магазиновъ
images_group_33_5251_5089.png,мяркинг,и Яркинc
images_group_33_5251_5092.png,но.,110.
images_group_33_5251_5095.png,Туруханскѣ,Туруханска
images_group_33_5251_5098.png,нія,нія.
images_group_33_5251_5099.png,бывшимъ,бывшим
images_group_33_5251_5105.png,инбажскаго,инбатского
images_group_33_5251_5106.png,с кладочка,складочка
images_group_33_5251_5115.png,Судъ 22.,Судъ 22
images_group_33_5251_5123.png,порохарусс,пороха рухляд
images_group_33_5251_5128.png,налѣба.,и хлѣба.
images_group_33_5255_5314.png,Пр-віантскую,Провіантскую
images_group_33_5255_5315.png,Поручина,Поручика
images_group_33_5255_5317.png,руб.,"руб,"
images_group_33_5255_5328.png,отнош,отноше
images_group_33_5255_5331.png,Мая,мая
images_group_33_5255_5332.png,"1857 г. за No1956,","1857 г. За No1956,"
images_group_33_5255_5343.png,Очемь,Очемъ
images_group_33_5255_5348.png,"за No3502,","3а No3502,"
images_group_33_5255_5349.png,"10, Мая 3",10 Мая 3 и
images_group_33_5258_5496.png,неполу,не полу
images_group_33_5258_5498.png,Отдѣленія Итола,Отдѣленія 1 Стола
images_group_33_5258_5503.png,По непалученію,По неполученію
images_group_33_5258_5521.png,"нижними, чинами",нижными чинами
images_group_33_5258_5527.png,"14,350, было ему","11,350, было ему"
images_group_33_5258_5532.png,железныхъ,желѣзныхъ
images_group_33_5258_5541.png,въ Батай,въ Баталі
images_group_33_5258_5542.png,онкомъ,онномъ
images_group_33_5258_5548.png,кандалы и крѣпи,кандалы и крѣп
images_group_33_5271_6757.png,года.,годъ.
images_group_33_5271_6761.png,Корапорту,Порапорту
images_group_33_5271_6777.png,обо,о об
images_group_33_5271_6785.png,общей,Общей
images_group_33_5271_6786.png,городовой,Городовой
images_group_33_5271_6790.png,Поселенца Ла,ПоселенцаЛа
images_group_33_5271_6795.png,волости Ивано Сухоров,волости Ивана Сухфа
images_group_33_5271_6800.png,за No 416.,за No416.
images_group_33_5271_6802.png,Тобольска,тобольско
images_group_33_5271_6808.png,"Оссыльныхъ, о в","Оссыльныхъ, ов"
images_group_33_5271_6812.png,Эксподи,Экспеди
images_group_33_5271_6820.png,1856г.,и 1856 г.
images_group_33_5271_6824.png,"за No14,371,","за No 14371,"
images_group_33_5271_6826.png,былопредписыва,было предписыва
images_group_33_5271_6830.png,омо,емо
images_group_33_5271_6833.png,"1854 г. за No 1243,",1857 г. за No1243
images_group_33_5271_6835.png,15-го,18 ч.
images_group_33_5271_6837.png,денегъ,"денегъ,"
images_group_33_5271_6844.png,"за No7,478, 11,045-г.","за No 7,478,11,045 г."
images_group_33_5271_6845.png,имъ,имъ изъ
images_group_33_5271_6847.png,Стах,Стан
images_group_33_5271_6853.png,За неполученіемъ,Занеполученіемъ
images_group_33_5271_6860.png,оперечислен,о перечислен
images_group_33_5271_6865.png,Губерн,Губер
images_group_33_5271_6868.png,изъ,изъ-
images_group_33_5271_6873.png,до,20
images_group_33_5271_6874.png,Октября 1856 г.,Октября 1856 г
images_group_33_5271_6877.png,Новоселовскую,Новоселовскую въ
images_group_33_5271_6878.png,"за No14278,","за No 14,278,"
images_group_33_5271_6881.png,окому под-,оному под-
images_group_33_5271_6882.png,мость Минусинскаго округа,лость Минусинскаго округа
images_group_33_5271_6887.png,"за No15,19.",за No 15614.
images_group_33_5271_6888.png,долотность,должность
images_group_33_5185_7056.png,21 3/2,21%
images_group_33_5225_7891.png,Похабод,Похабову
images_group_33_5225_7907.png,на суд,на су
images_group_33_5225_7915.png,12000,12.000
images_group_33_5225_7929.png,Обѣтованной,"Обѣтованной,"
images_group_33_5225_7931.png,Гудиной,"Гудиной,"
images_group_33_5225_7936.png,Михайлѣ,"Михайлѣ,"
images_group_33_5225_7939.png,Сомсо,Сомо-
images_group_33_5225_7941.png,увостопленія,увѣдомленій
images_group_33_5225_7958.png,за проступи,за проступки
images_group_33_5225_7972.png,ереса,"ереси, а"
images_group_33_5225_7973.png,Г.,Г. г.
images_group_33_5225_7977.png,а так-,а так
images_group_33_5225_7980.png,ссыль,ссыль-
images_group_33_5225_7991.png,"надонесенія,","на донесенія,"
images_group_33_5225_8000.png,за No 1111,за NoNo111
images_group_33_5225_8010.png,требованія,требования
images_group_33_5226_8039.png,Оубійствѣ,О убйствѣ
images_group_33_5226_8044.png,Екатеринославъ,Екатеринослав
images_group_33_5226_8061.png,г,и
images_group_33_5226_8063.png,къселу,къ сему
images_group_33_5226_8067.png,"No 14660,","No14660,"
images_group_33_5226_8068.png,"о томъ,","отомъ,"
images_group_33_5226_8072.png,Саррь,Сарры
images_group_33_5226_8077.png,Метеровлевой.,Мейеровичевой.
images_group_33_5226_8089.png,Мѣщанка,Мѣщанки
images_group_33_5226_8090.png,Менеровичевой,Мейеровичевой
images_group_33_5226_8091.png,43 руб.,43 руб
images_group_33_5226_8095.png,февраля,феврал
images_group_33_5226_8099.png,За неполученіемъ,Занеполученіемъ
images_group_33_5226_8110.png,Город,город
images_group_33_5226_8116.png,пороздаеѣ,пороздачѣ
images_group_33_5226_8117.png,"правленія,","Правленія,"
images_group_33_5226_8121.png,1859 г.,1859
images_group_33_5226_8124.png,хлѣба-,хлѣба.
images_group_33_5226_8125.png,за,За
images_group_33_5226_8126.png,"No 4940,","No4940,"
images_group_33_5226_8129.png,взыскаными съ,взысканымъ съ
images_group_33_5226_8131.png,Таускева,Тауснева
images_group_33_5232_8484.png,Оденьгахъ,О деньгахъ
images_group_33_5232_8491.png,разсмотрѣніе спо-,раЗсмотрѣніе спо-
images_group_33_5232_8495.png,гихъ,чихъ
images_group_33_5232_8496.png,"претенций,","претензій,"
images_group_33_5232_8500.png,"долянникамъ,","должникамъ,"
images_group_33_5238_8676.png,Мѣщаниня,Мѣщанина
images_group_33_5238_8678.png,Малѣсъ,Малѣевъ
images_group_33_5238_8679.png,10,10.
images_group_33_5238_8682.png,Авгуфе,Августа
images_group_33_5238_8684.png,Сели,Семи
images_group_33_5238_8688.png,Сентябрь,Сентябр
images_group_33_5238_8691.png,Ноября,Ноября.
images_group_33_5238_8700.png,заглухонемородругой,за глухонемою другой
images_group_33_5238_8707.png,за No5707.,за No 5717.
images_group_33_5246_8949.png,"Комиссии,","Коммисіи,"
images_group_33_5249_9031.png,No109,No1909
images_group_33_5249_9047.png,и доставленіи,идоставленіи
images_group_33_5251_9072.png,Дѣло ото,Дѣло это
images_group_33_5251_9074.png,производот,производст
images_group_33_5251_9076.png,Отдѣльнаго,Отдѣльнаю
images_group_33_5251_9081.png,исправляющаго,исправляющаю
images_group_33_5255_9224.png,Коммина,Коммисію
images_group_33_5255_9228.png,"ніемъ,",ніемъ
images_group_33_5255_9241.png,за No214 и,за No 214 и
images_group_33_5255_9253.png,1го,1-го
images_group_33_5258_9356.png,13,IV
images_group_33_5258_9358.png,Командиро,Командира
images_group_33_5258_9367.png,50 чель,50 челъ
images_group_33_5271_9929.png,ЗА,за
images_group_33_5190_10075.png,1,1.
images_group_33_5190_10076.png,101.,107.
images_group_33_5226_10108.png,.,О
images_group_7_12576_448.png,постоянныхъ.,постоянныхъ
images_group_7_12576_450.png,2 2/4 к.,2 2/7 к.
images_group_7_12576_451.png,"О предѣлительныхъ,","Опредѣлительныхъ,"
images_group_7_12576_456.png,непостоянно,не постояннь
images_group_7_12576_457.png,хъ.,ихъ.
images_group_7_12576_459.png,34 3/4,34 3/7
images_group_7_12576_460.png,Исопредѣлительныхъ,Неопредѣлительныхъ
images_group_7_12576_472.png,людей,людей.
images_group_7_12576_473.png,3991,3991_
images_group_7_12576_476.png,серебромъ,Серебромъ.
images_group_7_12576_477.png,.10393 р.,10393 р.
images_group_7_12576_478.png,7 3/4 к.,7 5/7к.
images_group_7_12576_486.png,41 3/7,40 3/7
images_group_7_12576_489.png,остаточны-,остаточны
images_group_7_12576_495.png,Даходъ,Доходъ
images_group_7_12576_501.png,нін,ніи
images_group_7_12582_1142.png,Лѣкарскихъ,лѣкарскихъ
images_group_7_12582_1149.png,Городе,Города
images_group_7_12582_1155.png,Городе,Города
images_group_7_12582_1159.png,и,И
images_group_7_12582_1164.png,0),с)
images_group_7_12582_1167.png,"три,","Три,"
images_group_7_12582_1171.png,прахтихурощихъ Вра-,практикующихъ Вра-
images_group_7_12582_1176.png,Лѣ-,лѣ-
images_group_7_12582_1177.png,чей,чей.
images_group_7_12582_1184.png,У,у
images_group_7_12582_1191.png,и,И
images_group_7_12582_1193.png,зато,за то
images_group_7_12582_1203.png,оспопрививаніи,оспопрививаніи.
images_group_7_12582_1223.png,осталось,осталось 
images_group_7_12582_1229.png,же,не
images_group_7_12582_1243.png,тыхъ,твихъ
images_group_7_12582_1245.png,лѣ,иѣ
images_group_7_12582_1254.png,оспа-,оспа.
images_group_7_12582_1256.png,1844 года.,1841 года.
images_group_7_12582_1261.png,1592,"1,592."
images_group_7_12582_1271.png,1234.,1234
images_group_7_12582_1272.png,1317.,1317
images_group_7_12582_1278.png,818,818.
images_group_7_12582_1279.png,733,733.
images_group_7_12582_1281.png,532,532.
images_group_7_12582_1286.png,3131,3131.
images_group_7_12582_1291.png,Минусинску и,Минусинскѣ
images_group_7_12582_1295.png,2077.,2077
images_group_7_12582_1300.png,Туруханско,Туруханскъ
images_group_7_12582_1311.png,всей,всей-
images_group_7_12582_1313.png,"10,898","10,898."
images_group_7_12582_1314.png,6935.,"6,935."
images_group_7_12582_1316.png,234,234.
images_group_7_12582_1317.png,4197.,4197
images_group_7_12582_1325.png,За,за
images_group_7_12582_1326.png,2,2.
images_group_7_12582_1331.png,доставлено,доставлено.
images_group_7_12596_2812.png,450.,450
images_group_7_12596_2821.png,46,46.
images_group_7_12596_2833.png,"1,268","1,268."
images_group_7_12596_2834.png,душъ,душѣ.
images_group_7_12596_2837.png,скаго,нскаго
