image,incorrect,correct
test1286.png,22.03.2006г.,22.03.2006 г.
test1287.png,Свитунов А. Г.,Свистунов А.Т.
test1288.png,г. моста,г. Москва
test1289.png,24.11.1986г.,24.11.1986
test1290.png,гор. Воронеис,гор. Воронеж
test1293.png,гор. Челябина,гор. Челябинск
test1299.png,яндекс-комелька,яндекс-кошелька
test1304.png,8800700 3000,88007008000
test1305.png,Лебеденко Н. Н.,Лебеденко Н.Н.
test1307.png,Историю опораций,История операции
test1308.png,и детализацию но,и детализацию по
test1312.png,в количестве,В конечестве
test1313.png,1604 2000.,10.04.2000
test1315.png,по кахрону,по каждому
test1320.png,Андек доньги,Яндекс-деньги
test1323.png,Столенское,Смоленское
test1327.png,г.Ленза,г.Пенза
test133.png,сходимся,сходится
test1336.png,02 декабря 1980г.,02 декабря 1980 г.
test1337.png,условия поставки),условия поставки
test1339.png,для загисления,для зачисления
test1340.png,4272 2903 8396 6819.,4272 2903 8396 6819
test1341.png,30201810100000000176,30101810100000000716
test1342.png,302328104811000000009,30232810481100000009
test1343.png,044525716,44525716
test1344.png,Разрав,Разрыв
test1345.png,Преведения,Проводить
test1346.png,27.11 2016г,27.11.2016 г
test1347.png,В. Воронеж,Г. Воронеж
test1348.png,мне быю,мне было
test1349.png,в потодении,в помещении
test135.png,стандартизованные,стандартизование
test1351.png,в качестве лица,в качестве лида
test1352.png,регистраути в келестве,регистрации в качестве
test1353.png,Аналогичное,Аналогичные
test1355.png,Бандура Д. В,Бандура Д. В.
test1357.png,Заявление,заявление
test136.png,сходамость,сходимость
test1360.png,В городе,в городе
test1364.png,В данный ломент,В данный момент
test1365.png,Морозоса,Морозова
test1368.png,зоявление,заявление
test1369.png,БЕРЕЗКИН,Березкин
test1370.png,08.02.2012г.,08.02.2012г
test1373.png,представителем,представлением
test1377.png,Гамяева А.М.,Галяева А. М.
test1381.png,полудета,наизусть
test1382.png,На этих декументах,На этих документах
test1387.png,13 января 2012,13 января 2012г
test1390.png,произвуема,произведена
test1392.png,Брошу рас,Прошу Вас
test1398.png,гражданской,гражданкой
test140.png,совонутость,совокупность
test1402.png,ПРосрочкой,просрочкой
test1405.png,Саватючина А.Л.,Саватюгина А.Л.
test1409.png,Заявления.,Заявление.
test1416.png,Домомнительно сообщец,Дополнительно сообщу
test1418.png,В виду,В ввиду
test1419.png,по февраль 2005г.,по февраль 2005 г.
test1426.png,Прилагается,Приглашается
test1428.png,Фомина В.Л,Фомина В. Л
test1430.png,от ткача 5 разряда,От ткача 5 разряда
test1433.png,Л.М. Петровой,Л. М. Петровой
test1440.png,1 февраля 1965 г.,1 февраля 1965г.
test1441.png,Заявление.,Заявление
test1447.png,в мая 1942 г.,в мае 1942 г.
test1454.png,26.03.2014,26. 03. 2014
test1455.png,Сидоренко СВ,Сидоренко С. В.
test1456.png,брошу разрешения,Прошу разрешения
test1460.png,Долженко л.У.,Долженко Л. У.
test1464.png,прошу разрешение,прошу разрешения
test1467.png,28 декабря 2006г.,28 декабря 2006 г.
test1469.png,В 1948г.,В 1942г
test1471.png,перевором,переводом
test1472.png,медлинской,медицинского
test1478.png,не получаю.,не получаю
test1481.png,факультета мту,факультета МГУ
test1483.png,Кафедны зоологии,Кафедра зоологии
test1490.png,по стоиности,по стоимости
test1494.png,не сим карте,на сим карте
test1497.png,телефон чает,телефон чист
test15.png,обознаним,Обозначим
test1503.png,пришло заключение,пришлю заключение
testt1508.png,могадино,магазина
test1510.png,данные есть,Данные есть
test1513.png,В 1959 г.,В 1959г.
test1515.png,ханидуплина1.Ф,Ханидуллине Л.Ф.
test1516.png,в отдел архитектура,в отдел архитектуры
test1519.png,была произведены,была произведена
test1523.png,что обнарушилось,что обнаружилось
test1524.png,факультет ДВГУ.,факультет ДВГУ
test1530.png,Для вление,Зая вление
test1531.png,Прошу цвонишь,Прошу уволить
test1534.png,на действие,на действия
test1536.png,19.08.2018г.,19.08.2018 г.
test1539.png,Полицие в составе,Полиция в составе
test1541.png,соогруники,сотрудники
test1544.png,принеть меры,принять меры
test1545.png,студеит группы,студент группы
test1546.png,Расписка,Расписка.
test1547.png,в ДВГУ в 1964г.,в ДВТУ в 1964 г
test1548.png,Объяснительное.,Объяснительная
test1549.png,Максиливой Т.В.,Максимовой Т. В
test1551.png,построения,настроения
test156.png,оступами,отступами
test1560.png,объяснительная,Объяснительная
test1563.png,15.09.03г,15.09.03 г
test1571.png,15/09/303,15/09/03
test1587.png,перед работой.,перед работой
test1588.png,28.20.2016,28.10.2016
test1591.png,спициалистов,специалистов
test1593.png,06.12.10,06. 12. 10
test1599.png,10.12.10,10. 12. 10
test160.png,спала,схема
test1603.png,Аеще у,А еще у
test1604.png,в горм,в ШРМ
test161.png,аддитивной,аддитивный
test170.png,грудно,трудно
test171.png,нег,нет
test172.png,решил,решения
test174.png,заметишь,заметить
test182.png,сти,если
test186.png,предполочим,предположим:
test187.png,Анаму,Анализ
test191.png,полушата,полушага
test193.png,опека,схема
test197.png,реализацие,реализации
test213.png,дом. тел. 53-48-82,доп. тел.:53-48-82
test214.png,моб. :375-44-794,моб.: 375-44-794
test215.png,расцепления,расщепления
test218.png,"- Горизонт""",Горизонт
test219.png,Введёль,Введём
test220.png,охратеры,операторы
test222.png,Равновели,Равновесие
test224.png,вдои,вдоль
test226.png,Ем,Если
test229.png,тастичности,пластичность
test235.png,жестко-,жестко.
test239.png,разлогляется,разлагается
test248.png,вырущи,выразим
test266.png,Безультат,безусловная
test269.png,строксимаций,аппроксимация
test270.png,скема,схема
test282.png,Правый,правый
test288.png,скому,схему
test289.png,СЕТОЧНАЯ,сеточная
test290.png,будешь,будем
test295.png,ОПЕРАТОР,оператор
test296.png,точная,-точная
test298.png,сомасована,согласована
test301.png,торма,-норма
test302.png,сотасована,согласована
test304.png,норма,-норма
test306.png,следимымъ,сходимость
test311.png,аптроксимирует,аппроксимирует
test312.png,Теорема.,Теорема
test314.png,сходимости,сходимость
test315.png,Очевидно-,очевидно
test317.png,2020,.2020
test324.png,сетки.,сетки
test329.png,Условия,Условие
test334.png,Если,Сети
test335.png,устойчивости,устойчивость
test338.png,05.11. гого,05.11.2020
test34.png,перестановочип,перестановочный
test343.png,Если,если
test355.png,Грюк,Трюк
test361.png,месть,место
test362.png,имеет,иметь
test363.png,характеристик,-характеристик
test364.png,стема,схема
test365.png,Неявная,неявная
test366.png,Лекция.,Лекция
test369.png,вычислений,вычислений.
test38.png,полу-,полу
test383.png,прафесуальное,процессуальное
test385.png,сиглационное,миграционное
test386.png,300.000 (триста тысяч),300.000(триста тысяч)
test387.png,долларов США,) долларов США
test389.png,10 июля 2016..,10 июня 2016 г.
test396.png,благовщинск,Благовещенск
test4.png,Определим,определим
test408.png,имущества,имущество
test417.png,ол.ло. 1992,01.10.1992
test418.png,крести на,кредит на
test420.png,увеличить йлайц,увеличить плату
test422.png,йо собственному,по собственному
test436.png,поверхности,поверхости
test446.png,посе,поле
test448.png,троуночных,треугольник
test45.png,РАЗНОСТНАЯ,разностная
test455.png,прямочтольнике,прямоугольнике
test460.png,схемо,схема
test461.png,лучь,чуть
test475.png,Вспомотательной,вспомогательной
test483.png,Явкая,Явная
test486.png,проектирован,проектирования
test489.png,входными,выходными
test500.png,УРАВНЕНИЕ,уравнение
test502.png,свесчи,свести
test511.png,числе,чили
test515.png,гоператор,оператор
test523.png,разный,разными
test528.png,ВИА.,ВИД
test538.png,апроксинация,проксимация
test540.png,безусловна:,БЕЗУСЛОВНА:
test541.png,я,Я
test546.png,Фаньше,раньше
test547.png,Хотим,хотим
test555.png,чех,тех
test556.png,точкя,точке
test56.png,нижний уголок,НИЖНИЙ уголок
test561.png,Будем,будем
test562.png,элеммитов,элементов
test563.png,явиая,явная
test565.png,апроксмирусии,аппроксимируем
test569.png,скемы,схемы
test570.png,усповие,условие
test572.png,двуспойной,двуслойной
test573.png,апроксимации,аппроксимации
test579.png,безусповно,безусловно
test58.png,ПРАВЫИ,правыи
test580.png,Посмотрин,Посмотрим
test582.png,апроксинации.,апроксимации.
test584.png,(хехема,схема
test586.png,Берусновна,безусловна
test587.png,эквивамитность,эквивалентность
test589.png,вершен,вершин
test59.png,Врад,ряд
test598.png,разлечных,различных
test599.png,колечно,конечно
test605.png,Если,если
test609.png,случае:,случая:
test610.png,возможная,возможны
test614.png,Ингулиция,Интуиция
test615.png,слонность,сложность
test617.png,Гулуса,Гаусса
test62.png,рассладывать,расскладывать
test623.png,эллисс,эллипс
test630.png,"шар,",шар
test642.png,Выбор был.,Выбор был
test65.png,обозначим,обозначения
test650.png,авторский.,Авторский
test653.png,18.00 Олимптада,18.00 Олимпиада
test654.png,Далеко и навида.,Далеко и навсегда
test656.png,Строим Б БТ,Строим ДДТ
test657.png,в станах,в стенах
test661.png,"с рождением ребенка,",с рождением ребенка
test664.png,родителям.,родителям
test67.png,со значением,со значениями
test671.png,периатрического,педиатрического
test674.png,Сабалина Ю.С.,Сабалина Ю. С.
test675.png,Степанова Н.М.,Степанова Н. М.
test680.png,качестве Комощника,качестве помощника
test681.png,интернет -рогда,интернет-фонда
test683.png,горорская,городская
test688.png,поликлишки,поликлиники
test69.png,снему,схему
test691.png,а такие,а также
test696.png,злания,знания
test697.png,в хоре,в ходе
test701.png,закосила,заносила
test702.png,мео карту,мед карту
test705.png,проворила,проводила
test706.png,пакровов,покровов
test707.png,судимых,видимых
test710.png,претензий,претензии
test716.png,Минск-Мошьев,Могилев-Минск
test718.png,овести,двести
test720.png,тысяче,тысяча
test724.png,по туа. Водная,по ул. Водная
test727.png,ген орректор,ген. директор
test730.png,выран,выдан
test731.png,Зарутоинова СТ.П.,Зарутдинова С. Г.
test732.png,Фора Фокус,Форд Фокус
test734.png,идам легковой,сдам легковой
test737.png,авалийном сос-не цвет,авиабилеты сое-и
test740.png,Фонерь зак,фонарь зад
test742.png,Крышка болахн.,крышка багажн.
test743.png,Степло зад,Стекло зад
test745.png,насколота,расколота
test749.png,Камера зав. вида,Камера зад. вида
test751.png,располож,расколоты
test753.png,22.09.16г,22.04.16 г.
test755.png,На левоем,На левом
test756.png,Искровое,исковое
test759.png,юнверт,конверт
test76.png,посталовна,постановка
test760.png,прокол,протокол
test762.png,потокол,протокол
test766.png,Злевление,заявление
test767.png,уведомнише,уведомление
test770.png,12 сентября ноовъ.,12 сентября 2006 г.
test772.png,Костареву АВ,Костареву А В
test773.png,от Сгоровой АА,от Егоровой АА
test774.png,прошивающей,проживающего
test778.png,получить посылку,получила посылку
test78.png,поле,поле.
test783.png,Посыпко находилась,Посылка находилась
test785.png,обклеёной,обклееной
test786.png,скобчем,скотчем
test790.png,Внутри я обнаружился,Внутри я обнаружила
test791.png,подранные почтовы,подранные почтовые
test792.png,Костюн спорт,Костюм спорт
test793.png,упановочные,упаковочные
test794.png,покусанные продукт,покусанные продукты
test795.png,похожие на следа,похожие на следы
test797.png,Также в посыпке,Также в посылке
test798.png,было обидружено,была обнаружена
test799.png,зеленя,земля
test8.png,выдел,введем
testt801.png,прогошедшего,произошедшего
test802.png,Посыпка,Посылка
test803.png,Футболк,Футболке
test804.png,2106/2018г.,2/06/ 2018
test805.png,Егорову ак,Егорову А К
test806.png,Егоровой Александр,Егоровой Александре
test808.png,За вымя,За время
test809.png,педагогической,педагогическом
test811.png,Нашалья,Наталья
testt812.png,теорепический,теоретический
test815.png,по русскому ярку,по русскому языку
test819.png,владеет навигами,владеет навыками
test825.png,Крепл. 75тт,Крепл. 75мм
test843.png,Студентсе,Студентка
test847.png,Пятерубией,пять рублей
test85.png,ошибки,ошибка
test850.png,отношении,отношением
test858.png,Белове О.А.,Белова О.А.
test865.png,подствентивать любой,поддерживать любой
test87.png,Эллипе.,Эллипс.
test874.png,суффикы,суффиксы
test875.png,н-с. пушкин,А.С. Пушкин
test876.png,Зимнее утро,зимнее утро
test878.png,Анаторьевича,Анатольевича
test879.png,Чуволиская Республика,Чувашская Республика
test882.png,небокорский,Чебоксарский
test886.png,20.11.2017 году,20.11.2017 года
test892.png,г. Перми,г.Перми
test893.png,188101211711106972617,18810121171106972617
test897.png,сограниченной,с ограниченной
test898.png,Транс ТехСервис,ТрансТехСервис
test902.png,22 сентября 2017 года.,22 сентября 2017 года
test906.png,вернуть на,Вернуть на
test91.png,Длимы,Длины
test910.png,сборбане,сбербанк
test913.png,кпо 2129 02001.,КПП 212902001
test915.png,Александров В.А.,Александров В. А.
test916.png,Бубенцов. А.В,Бубенцов А. В
test918.png,01 од.2016.,01.08.2016.
test921.png,Савченко А.В.,Савченко А. В.
test923.png,яровства,яковлева
test926.png,Болова Б.А,Попова Б.А
test931.png,Денисовой Олье,Денисовой Ольге
test933.png,АлиявыД.М.,-АлиеваДМ.
test934.png,Вяземским РОВД,Вяземский РОВД
test937.png,Блинов м.ч.,Блинов М.И.
test938.png,21.05.10,31.05.10
test940.png,29.02.1901г.,29.02.1901г
test945.png,Вечина горина,Вепина Ирина
test946.png,ОЗАГО,озагс
testt946.png,гор аптичеріи,гор.Мытищи
test948.png,очец,отец
test95.png,плоскости.,плоскости
test955.png,31 февраля -О2,31 февраля 02
test958.png,Биотваева П. Г.,Сарваева П.Т.
test962.png,16.12.2009.,16.12.2002
test963.png,УВД г.Сыепивка В,УВД г. Сыктывкара
test965.png,Сидовова,Сидорова
test966.png,Товарный,товарный
test968.png,01.03.2006,02.03.2006
test969.png,Лебедева Исл,Лебедева И.А.
test970.png,01.03.2006,02.03.2006
test974.png,05.04.1999г.,05.04.1999г
test975.png,ОВД Индустр р-на,ОВД Индустр. р-на
test976.png,г. Лерми,г. Перми
test983.png,Лебяжева М.И,Лебянеева М И
test992.png,выдал ОВД,выдан ОДД
test993.png,28.09.2017г.,28.09.2017 г.
test999.png,поспика,посылка
testt1218.png,Елепа,Елена
testt1225.png,росственно суд стоит,не состоит
testt1236.png,струдовнис,Борис
testt1267.png,июльного,школьного
testt1298.png,тоего,моего
testt1348.png,отказаю,отказано
testt1366.png,пропурору,прокурору
testt1384.png,путись на,подпись на
testt681.png,"""Помоги, орг",Помоги Орг
testt850.png,дешей,детей
testt882.png,район.,район
testt884.png,постановления:,постановления
testt965.png,Петд,Петр
testtt1059.png,Влядимирович,Владимирович
testtt1118.png,анали,анализ
testtt1183.png,Иргутская,Иркутская
testtt1184.png,дне тысячи,две тысячи
testtt1261.png,общемиальным,общественным
testtt1267.png,питание,питания
testtt1322.png,бата,банка
train1.png,п,и
train7.png,9,2
train9.png,две,двое
train25.png,силующим,"ситуации,"
train28.png,Незара,Недля
train44.png,Вовенур,Вовенарг
train45.png,говорил,говорил:
train50.png,"сердца"".",сердца:
train60.png,настоящими,настоящимы
train63.png,затмевают,затливают
train64.png,противоречейщий,противоречещий
train70.png,монам,можем
train76.png,Тургенева,"Тургенева,"
train85.png,Базаров,"Базаров,"
train87.png,нимилистом,"ымилистом,"
train105.png,белибердой,"белибердой,"
train108.png,"дурью...""",дурью.
train112.png,наперекор,наперетор
train114.png,взглядов,"взглядов,"
train119.png,Одинцовой,"Одинцовой,"
train120.png,женщиной,"женщнной,"
train128.png,пле,ме
train130.png,1439 м,Разум
train132.png,47 апо,чувство
train133.png,тапок,такое
train134.png,Это,? Это
train135.png,дле,две
train136.png,влинейшее,замнейшие
train137.png,сила,силы
train138.png,вичутнено,внутреннего
train139.png,мур.,миря
train140.png,мелонек,человека
train141.png,сторые,которые
train142.png,ниждаются,наждаются
train143.png,СРЧГ,друг
train144.png,п,из
train146.png,Фтиа,Фукл
train147.png,исловена,исловека
train149.png,СЛОМАН,сложна
train150.png,Бысают,Былают
train152.png,когд А,когда
train153.png,ЧУВСТВА,ичастка
train154.png,челокена,челокека
train155.png,преобладают,предлаздают
train156.png,нед,над
train157.png,8134404,разумом
train159.png,РАЗ 4,газун
train160.png,почет,ведет
train161.png,пер,тех
train162.png,под,над
train163.png,чиствани,чувствами
train165.png,1817,389
train169.png,Роялард,Волгарс
train170.png,оторил,оргорал
train171.png,"О1244,",Размну
train172.png,1-го,не
train173.png,лести и,постиц
train174.png,следовностей,надебностей
train175.png,сердца,сордца
train176.png,Владь,Ведь
train179.png,придел,прилеем
train180.png,шелании,мелании
train182.png,сиборон,способян
train183.png,ЧАРЛЕЛИТ,управлять
train184.png,настоящих,настоящими
train185.png,чистыми,"чистыми,"
train187.png,путельная,зателевают
train189.png,корецкий,поречений
train190.png,РЛЭЧМ,РАЗУМ
train192.png,сюнит,сюмет
train193.png,м.р.,мы
train194.png,мощем,можен
train195.png,наблюдать,наблюдать в
train196.png,Ронане,Романе
train197.png,имел,Ивана
train199.png,и ил,или
train200.png,1 урненевз,ургенева
train201.png,Отуч,Отцы
train202.png,"идети""","и дети,"
train203.png,буде,вде
train204.png,ИСВОНИЯ,тельный
train205.png,черо б,теро б
train206.png,в бениб,вбений
train207.png,В СЕМЕВЧИ,Васильевич
train208.png,влиров,вызаров
train209.png,будучи,будции
train210.png,николистем,наполистем
train211.png,отрицал,отразал
train212.png,рукопуль,Букадльно
train213.png,псё,всё
train214.png,выполь,заботь
train215.png,д. Д,до
train216.png,ИНОБРИ,люпки
train217.png,Ебо,Его
train218.png,инственный,ииттвенная
train219.png,плунцио,принцио
train220.png,111л,так
train221.png,пробив,против
train222.png,в докоб,всяют
train223.png,РОНАНЧИКИ,ронантики
train224.png,лучей,чтвсть
train228.png,фельвердой,Беливердой
train229.png,непростительно,непростительной
train230.png,доверь,дарью
train231.png,вешающей,решлющей
train232.png,черто б,портой
train233.png,облост,были
train234.png,ест,ей
train235.png,налерея,намедяное
train237.png,Узблядив,изблядов
train238.png,выл,были
train239.png,возресил,встречи
train240.png,Луной,Лицоб
train241.png,одинуской,Одинцокой
train242.png,менщиноб,менщиной
train243.png,корода,котерая
train244.png,БИЛ.А.,была
train246.png,чекл.,закля
train247.png,КАЛ,как
train248.png,как,Все
train250.png,исучения,искрения
train251.png,плюратетет,влюдяется
train252.png,п,4
train253.png,не,неё
train254.png,поэти,ноэти
train255.png,ЧУВСТЪ,чувсты
train256.png,двиание,являние
train258.png,С,в
train259.png,Вения,вления
train260.png,неориемлиными,неприемлиными
train261.png,о,и
train262.png,стренильник,страшными
train263.png,У,у
train264.png,Анны,Анна
train265.png,сил,те
train266.png,ие,не
train267.png,25 011.,выпо
train268.png,ч ихи,таких
train269.png,седенных,соеданным
train270.png,Склонностей,склонностей
train271.png,только,кладе
train272.png,6414 9,были
train273.png,въ 7103а,влажрова
train275.png,взя ческа,всячески
train276.png,Мылья,пытался
train278.png,сирыть,скрыть
train279.png,Вед.,ведь
train280.png,ул.111312,усравляя
train281.png,ед.),его
train282.png,признак,жизнью
train283.png,очнея,мни
train284.png,Д.п.,64 го
train285.png,прознач,под
train286.png,сущ,силу
train287.png,ЛИША,лишь
train288.png,растоку,плостока
train289.png,Героя,Герой
train290.png,110,не
train291.png,но,ног
train293.png,ронато,ронто
train294.png,сосн,всен
train295.png,происходит,происходять
train296.png,(11,им
train299.png,0016 А,Борьба
train300.png,РАФИА,разума
train303.png,ДОМАЛА,земла
train304.png,стоя,свое
train307.png,иконей,нлконец
train308.png,оризношество,признавшись
train310.png,Молгори,любви
train311.png,Думу,Одину
train313.png,получит,получает
train314.png,отрежения,отвержения
train317.png,разграда К,разирова к
train318.png,первокуальные,перионачальным
train319.png,иванция,кванционн
train320.png,где,годе
train321.png,джигные,дижерные
train322.png,полыви,потывы
train323.png,япляются,являются
train324.png,досто,место
train325.png,разредон,взратом
train327.png,солнению,сильнению
train329.png,оследучан,клас устен
train331.png,пылдет,вывает
train334.png,Арбовь,Моровь
train335.png,мосто,Мосто
train336.png,телехотом,"глело, хоты и"
train337.png,повед,поред
train338.png,считью,сместью
train340.png,р,ь
train341.png,Ездение,Евгении
train343.png,пле,все
train344.png,1кл,эки
train345.png,воздается,(13 юрается
train347.png,достает,встает
train348.png,лотив,против
train349.png,е д.,его
train350.png,РАЗИНА,Разуна
train351.png,О,а
train352.png,и тобле,и тобе
train353.png,локсидая,совсидая
train354.png,он,Он
train355.png,"ВИОР, в",вновь
train356.png,мегомцест,встоминает
train358.png,холови,ктова
train359.png,к,т.
train360.png,А уне,Анна
train361.png,11 15,их
train362.png,в-А,как
train363.png,осудку,Госудка
train364.png,дикод Х,никогда
train365.png,10,70
train366.png,мости 2.,постим
train369.png,диим,однин
train370.png,и,их
train372.png,принеров,примеров
train373.png,поглюборотла,ротиворта
train374.png,"р.13,",раз
train375.png,тип,что
train376.png,ЧАМСТРА,чувстка
train377.png,имелется,является
train378.png,авоизо,2804366
train380.png,4 М,НМ
train381.png,Кумущее,Карамзина
train384.png,Словой,Гельков
train385.png,необлад,простий
train386.png,лодости,лодести
train387.png,меняется,является
train388.png,оценен.,страинент
train389.png,Бедид,ведил
train390.png,п.,2)
train391.png,вкрестьянка,Перестьянка
train392.png,113.,Лиза
train393.png,которая,которы
train394.png,31051995ел,умобляется
train395.png,А бедатетя,л бобателя
train396.png,добтина,дворонина
train397.png,ЭРСДА,Эраста
train400.png,и,из
train401.png,либоров,людовь
train402.png,никола,никогд
train403.png,1,+
train404.png,112,не
train405.png,поектика,прекретится
train407.png,В.п,Воз
train408.png,уже,4 же
train409.png,чивостительная,чувствительная
train410.png,ден ФЦИ,делчител
train411.png,полостью,полностью
train412.png,эфекса,объетать
train413.png,своену,своему
train414.png,почиолементому,поклюбленному
train415.png,с с,бе
train418.png,недх,108 х
train419.png,нач,ная
train420.png,изуячно,РАЗТАТО
train421.png,м,и
train422.png,Но,"Но,"
train423.png,сомалению,сожалению
train424.png,Чурствах,чувстал
train426.png,уюлянин,уюряним
train427.png,состоянная,постепенно
train428.png,охлучивают,"охладывают,"
train429.png,ксаоде,хаове
train430.png,онзоцыкет,онтезнает
train431.png,2,12
train432.png,лосимой,лоенный
train433.png,поход 130,"поход, за"
train434.png,произвыв лет,произрывает
train436.png,состянце,состояние
train441.png,ск,ми
train442.png,бодател,волитой
train443.png,19052,19012
train444.png,На,НА
train445.png,этем,этек
train446.png,берплецие,берпутие
train447.png,Лизыне,лизья не
train448.png,инферживает,"индерживает,"
train450.png,она,онг
train451.png,лев,прожает
train452.png,н,4
train453.png,1 149,1149
train457.png,посуток,постъюк
train458.png,людимого,любимого
train459.png,66 к,661 к
train460.png,илиным,ильным
train461.png,удтеон,"удном,"
train462.png,приносиршино,примосльшим
train463.png,фушейную,душенную
train464.png,2016.,"6016,"
train465.png,избавиться,изъявиться
train466.png,04,от
train467.png,королоб,которой
train468.png,о исп.,ОНА
train469.png,хорелу,хотели
train470.png,лише,лишь
train471.png,Асмоурийском,Амоурийством
train472.png,Её,Е ё
train473.png,1737М,(13км
train474.png,плотек,протию
train475.png,речил,печил
train476.png,бакому,букону
train477.png,09%,оду
train478.png,советуй,совытий
train480.png,осилить,осклить
train481.png,полного,пытное
train483.png,ену,е ну
train484.png,(не,не
train485.png,УФАЛОСЬ,удалось
train486.png,Акин,ТАКИН
