image,incorrect,correct
1061.jpg,устройства,устройства
1061.jpg,и,и
1061.jpg,3,3
1061.jpg,рудника,рудника
1061.jpg,въ,въ
1061.jpg,количествѣ,количествѣ
1061.jpg,312 1/2,312 1/2
1061.jpg,десятинъ.,десятинъ.
1061.jpg,На,На
1061.jpg,заводѣ,заводѣ
1061.jpg,было:,было:
1061.jpg,а),а)
1061.jpg,занимавшихся,занимавшихся
1061.jpg,собственно,собственно
1061.jpg,горнозаводскими,горпозаводскими
1061.jpg,работами,работами
1061.jpg,292,292
1061.jpg,и,и
1061.jpg,вспомогательными.,вспомогательными
1061.jpg,508,508
1061.jpg,Всего,Всего
1061.jpg,8004.,800 ч.
1061.jpg,б),б)
1061.jpg,Печей,Печей
1061.jpg,47,47
1061.jpg,в),в)
1061.jpg,Движущихъ,Движущихъ
1061.jpg,машинъ,машинъ
1061.jpg,паровыхъ:,паровыхъ:
1061.jpg,Прокатныхъ,Прокатныхъ
1061.jpg,въ,въ
1061.jpg,60,60
1061.jpg,силъ,силъ
1061.jpg,1,1
1061.jpg,35,35
1061.jpg,1,1
1061.jpg,20,20
1061.jpg,1,1
1061.jpg,Воздуходувныхъ-25,Воздуходувныхъ-25
1061.jpg,2,2
1061.jpg,Паровыхъ,Паровыхъ
1061.jpg,молотовъ,молотовъ
1061.jpg,3,3
1061.jpg,Итого,Итого
1061.jpg,8,8
1061.jpg,г),г)
1061.jpg,Мастерскихъ:,Мастерскихъ:
1061.jpg,Механическая,Механическая
1061.jpg,1,1
1061.jpg,Модельная,Модельная
1061.jpg,1,1
1061.jpg,Въ,Въ
1061.jpg,теченiе,теченiе
1061.jpg,года,года
1061.jpg,приготовлено:,приготовлено:
1061.jpg,а),а)
1061.jpg,разнаго,разнаго
1061.jpg,желѣза,желѣза
1061.jpg,и,и
1061.jpg,издѣлiй.,издѣлiй.
1061.jpg,109239,109239
1061.jpg,пуд.,пуд.
1061.jpg,на,на
1061.jpg,265358,265358
1061.jpg,руб.,руб.
1061.jpg,б),б)
1061.jpg,чугуна,чугуна
1061.jpg,въ,въ
1061.jpg,штыкахъ,штыкахъ
1061.jpg,и,и
1061.jpg,"крохахъ,","крохахъ,"
1061.jpg,полученныхъ,полученныхъ
1061.jpg,при,при
1061.jpg,отливахъ,отливахъ
1061.jpg,167607,167607
1061.jpg,П.,П.
1061.jpg,Болванки,Болванки
1061.jpg,листовой,листовой
1061.jpg,2573,2573
1061.jpg,II.,П.
1061.jpg,Кусковъ,Кусковъ
1061.jpg,пудлинговыхъ,пудлинговыхъ
1061.jpg,83336,83336
1061.jpg,П.,п.
1061.jpg,На,На
1061.jpg,ежегодную,ежегодную
1061.jpg,потребность,потребность
1061.jpg,заготовляется:,заготовляется:
1061.jpg,Дровъ,Дровъ
1061.jpg,4500,4500
1061.jpg,куб.,куб.
1061.jpg,саж.,саж
1061.jpg,Угля,Угля
1061.jpg,древеснаго,древеснаго
1061.jpg,4000,4000
1061.jpg,д),д)
1061.jpg,Торговля.,Торговля.
1061.jpg,За,За
1061.jpg,свидѣтельства,свидѣтельства
1061.jpg,и,и
1061.jpg,билеты,билеты
1061.jpg,поступило,поступило
1061.jpg,50903,50903
1061.jpg,руб.,руб.
1061.jpg,85,85
1061.jpg,"коп,","коп,"
1061.jpg,противу,противу
1061.jpg,1877,1877
1061.jpg,го-,го-
1061.jpg,15,15
1061.jpg,да,да
1061.jpg,менѣе,менѣе
1061.jpg,на,на
1061.jpg,437,437
1061.jpg,руб,руб
1061.jpg,15,15
1061.jpg,КОП.,КОП.
1061.jpg,Свидѣтельствъ,Свидѣтельствъ
1061.jpg,было,было
1061.jpg,взято,взято
1061.jpg,3995,3995
1061.jpg,и,и
1061.jpg,билетовъ,билетовъ
1061.jpg,1618;,1618;
1061.jpg,первыхъ,первыхъ
1061.jpg,болѣе,болѣе
1061.jpg,на,на
1061.jpg,"178,","178,"
1061.jpg,а,а
1061.jpg,вторыхъ,вторыхъ
1061.jpg,менѣе,менѣе
1061.jpg,на,на
1061.jpg,115;,115;
1061.jpg,по,по
1061.jpg,округамъ,округамъ
1061.jpg,же:,же:
1061.jpg,Красноярскому,Красноярскому
1061.jpg,свидѣтельствъ,свидѣтельствъ
1061.jpg,болѣе,болѣе
1061.jpg,на,на
1061.jpg,101,101
1061.jpg,и,и
1061.jpg,билетовъ,билетовъ
1061.jpg,болѣе,болѣе
1061.jpg,на,на
1061.jpg,111,111
1061.jpg,Енисейскому,Енисейскому
1061.jpg,161,161
1061.jpg,менѣе,менѣе
1061.jpg,210,210
1061.jpg,Канскому,Канскому
1061.jpg,менѣе,менѣе
1061.jpg,на,на
1061.jpg,32,32
1061.jpg,болѣе,болѣе
1061.jpg,8,8
1061.jpg,Ачинскому,Ачинскому
1061.jpg,96,96
1061.jpg,менѣе,менѣе
1061.jpg,33,33
1061.jpg,Минусинскому,Минусинскому
1061.jpg,болѣе,болѣе
1061.jpg,на,на
1061.jpg,44,14
1061.jpg,болѣе,болѣе
1061.jpg,9,9
1061.jpg,Въ,Въ
1061.jpg,отчетномъ,отчетномъ
1061.jpg,году,году
1061.jpg,улучшенiя,улучшенiя
1061.jpg,торговыхъ,торговыхъ
1061.jpg,дѣлъ,дѣлъ
1061.jpg,не,не
1061.jpg,замѣчалось.,замѣчалось.
1061.jpg,Значительныхъ,Значительныхъ
1061.jpg,"ярмарокъ,","армарокъ,"
1061.jpg,обороты,обороты
1061.jpg,которыхъ,которыхъ
1061.jpg,простирались,простирались
1061.jpg,бы,бы
1061.jpg,на,на
1061.jpg,сумму,сумму
1061.jpg,болѣе,болѣе
1061.jpg,"300,000","300,000"
1061.jpg,"руб.,","руб.,"
1061.jpg,въ,въ
1061.jpg,губернiи,губернiи
1061.jpg,не,не
1061.jpg,имѣется.,имѣется.
1061.jpg,Обороты,Обороты
1061.jpg,городскихъ,городскихъ
1061.jpg,общественныхъ,общественныхъ
1061.jpg,банковъ,банковъ
1061.jpg,были,были
1061.jpg,слѣдующiе:,слѣдующiе:
1061.jpg,Въ,Въ
1061.jpg,Канскомъ,Канскомъ
1061.jpg,"банкѣ,",банкѣ
1061.jpg,открытомъ,открытомъ
1061.jpg,въ,въ
1061.jpg,1863,1863
1061.jpg,году:,году:
1061.jpg,Съ,Съ
1061.jpg,основнымъ,основнымъ
1061.jpg,капиталомъ,капиталомъ.
1061.jpg,10000,10000
1061.jpg,р.,р.
1061.jpg,Общiй,Общiй
1061.jpg,оборотъ,оборотъ
1061.jpg,простирался,простирался
1061.jpg,до,до
1061.jpg,234974,234974
1061.jpg,р,р
1061.jpg,52,52
1061.jpg,к.,к.
1061.jpg,Чистой,Чистой
1061.jpg,прибыли,прибыли
1061.jpg,въ,въ
1061.jpg,1878,1878
1061.jpg,г.,г.
1061.jpg,получено,получено
1061.jpg,2957,2957
1061.jpg,р.,р.
1061.jpg,56,56
1061.jpg,к.,К.
1061.jpg,А,А
1061.jpg,съ,съ
1061.jpg,открытiя,открытiя
1061.jpg,банка,банка
1061.jpg,30252,30252
1061.jpg,р.,р.
1061.jpg,57,57
1061.jpg,К.,к.
1061.jpg,Въ,Въ
1061.jpg,Енисейскомъ,Енисейскомъ
1061.jpg,"банкѣ,","банкѣ,"
1061.jpg,открытомъ,открытомъ
1061.jpg,въ,въ
1061.jpg,1863,1863
1061.jpg,году:,году:
1061.jpg,Съ,Съ
1061.jpg,основнымъ,основнымъ
1061.jpg,капиталомъ,капиталомъ
1061.jpg,70000,70000
1061.jpg,р.,р.
1061.jpg,Общiй,Общiй
1061.jpg,оборотъ,оборотъ
1061.jpg,простирался,простирался
1061.jpg,до,до
1061.jpg,207679,207679
1061.jpg,р.,р.
1061.jpg,2 1/4 к.,2 1/4 к.
1061.jpg,Чистой,Чистой
1061.jpg,прибыли,прибыли
1061.jpg,получено,получено
1061.jpg,4024,4024
1061.jpg,р.,р.
1061.jpg,36 1/2 к.,36 1/2 к.
1061.jpg,А,А
1061.jpg,съ,съ
1061.jpg,открытiя,открытiя
1061.jpg,банка,банка
1061.jpg,42859,42859
1061.jpg,р.,Р.
1061.jpg,74,74
1061.jpg,к.,к.
1061.jpg,Въ,Въ
1061.jpg,Минусинскомъ,Минусинскомъ
1061.jpg,"банкѣ,",банкѣ
1061.jpg,открытомъ,открытомъ
1061.jpg,въ,въ
1061.jpg,1867,1867
1061.jpg,году:,году:
1061.jpg,Съ,Съ
1061.jpg,основнымъ,основнымъ
1061.jpg,капиталомъ,капиталомъ
1061.jpg,10000,10000
1061.jpg,р.,р.
1061.jpg,Общiй,Общiй
1061.jpg,оборотъ,оборотъ
1061.jpg,простирался,простирался
1061.jpg,до,до
1061.jpg,407935,407935
1061.jpg,р.,р.
1061.jpg,17,17
1061.jpg,к.,к.
1061.jpg,Чистой,Чистой
1061.jpg,прибыли,прибыли
1061.jpg,получено,получено
1061.jpg,5084,5084
1061.jpg,р.,р.
1061.jpg,91 1/2 к.,91 1/2  к.
1061.jpg,А,А
1061.jpg,съ,съ
1061.jpg,открытiя,открытiя
1061.jpg,банка,банка
1061.jpg,53113,53113
1061.jpg,р.,р.
1061.jpg,38 1/2 к.,38 1/2 к.
1061.jpg,II.,II.
1061.jpg,ПОДАТИ,ПОДАТИ
1061.jpg,И,И
1061.jpg,ПОВИШНОСТИ.,ПОВИННОСТИ.
1061.jpg,а),а)
1061.jpg,Окладные,Окладные
1061.jpg,сборы.,сборы.
1061.jpg,Къ,Къ
1061.jpg,1878,1878
1061.jpg,году,году
1061.jpg,оставалось,оставалось
1061.jpg,въ,въ
1061.jpg,недоимкѣ,недоимкѣ
1061.jpg,по,по
1061.jpg,губернiи:,губернiи:
1061.jpg,1),1)
1061.jpg,Окладныхъ,Окладныхъ
1061.jpg,сборовъ,сборовъ
1061.jpg,416210,416210
1061.jpg,р.,р.
1061.jpg,50 1/4,50 1/4
1061.jpg,к.,к.
1061.jpg,17,17
1449.jpg,53.,53.
1449.jpg,ОТКАВЛЕНIЕ,ОГЛАВЛЕНIЕ
1449.jpg,ПРИЛОМЕННIЕ,ПРИЛОЖЕНIЯМЪ
1449.jpg,нъ,КЪ
1449.jpg,ОТЧЕТУ,ОТЧЕТУ
1449.jpg,ЕНИСЕЙСКАГО,ЕНИСЕЙСКАГО
1449.jpg,ГРАЖДАНСКАГО,ГРАЖДАНСКАГО
1449.jpg,ГУБЕРНАТОРА,ГУБЕРНАТОРА
1449.jpg,за,за
1449.jpg,1868,1868
1449.jpg,годъ.,годъ
1449.jpg,№ 1.,№1
1449.jpg,Общая,Общая
1449.jpg,вѣдомость,вѣдомость
1449.jpg,дѣлопроизводству,дѣлопроизводству
1449.jpg,по,по
1449.jpg,всѣмъ,всѣмъ
1449.jpg,при-,при-
1449.jpg,сутственнымъ,сутственнымъ
1449.jpg,мѣстамъ,мѣстамъ
1449.jpg,въ,въ
1449.jpg,губернiи.,губернiи
1449.jpg,№,№
1449.jpg,2.,2.
1449.jpg,Вѣдомость,Вѣдомость
1449.jpg,околичествѣ,околичестве
1449.jpg,"бумагъ,","бумагъ,"
1449.jpg,по,по
1449.jpg,мѣстамъ,мѣстамъ
1449.jpg,подвѣ-,подвѣ-
1449.jpg,домственнымъ,домственнымъ
1449.jpg,Губернатору.,Губернатору.
1449.jpg,№,№
1449.jpg,4.,4.
1449.jpg,о,о
1449.jpg,состоянiи,состоянiи
1449.jpg,пожарной,пожарной
1449.jpg,части.,"части,"
1449.jpg,№ 5.,№ 5
1449.jpg,о,о
1449.jpg,числѣ,числѣ
1449.jpg,разсмотрѣнныхъ,рассмотрѣнныхъ
1449.jpg,Губернаторомъ,Губернаторомъ
1449.jpg,судебныхъ,судебныхъ
1449.jpg,приговоровъ,приговоровъ
1449.jpg,и,и
1449.jpg,о,о
1449.jpg,количествѣ,количествѣ
1449.jpg,арестантовъ.,арестантовъ.
1449.jpg,№,№
1449.jpg,7.,7
1449.jpg,О,О
1449.jpg,числѣ,числѣ
1449.jpg,опекунствъ,опекунствъ
1449.jpg,по,по
1449.jpg,губернiи,губернiи
1449.jpg,№ 8.,№ 8
1449.jpg,о,О
1449.jpg,капиталахъ,капиталахъ
1449.jpg,и,и
1449.jpg,денежныхъ,денежныхъ
1449.jpg,оборотахъ,оборотахъ
1449.jpg,Приказа,Приказа
1449.jpg,Общественнаго,Общественнаго
1449.jpg,Призрѣнiя.,Призрѣнiя.
1449.jpg,№ 9.,№ 9.
1449.jpg,О,О
1449.jpg,заведенияхъ,заведенияхъ
1449.jpg,Приказа,Приказа
1449.jpg,Общественнаго,Общественнаго
1449.jpg,Призрѣнiя,Призрѣнiя
1449.jpg,и,и
1449.jpg,о,о
1449.jpg,числѣ,числѣ
1449.jpg,призрѣваемыхъ,призрѣваемыхъ
1449.jpg,въ,въ
1449.jpg,нихъ.,нихъ.
1449.jpg,№,№
1449.jpg,10.,10.
1449.jpg,о,О
1449.jpg,скотскомъ,скотскомъ
1449.jpg,падежѣ,падеже
1449.jpg,въ,въ
1449.jpg,губернiи.,губернiи
1449.jpg,№,№
1449.jpg,11.,11.
1449.jpg,о,о
1449.jpg,денежныхъ,денежныхъ
1449.jpg,сборахъ,сборахъ
1449.jpg,на,на
1449.jpg,исправленiе,исправленiе
1449.jpg,разныхъ,разныхъ
1449.jpg,повин-,повин-
1449.jpg,ностей.,ностей.
1449.jpg,№,№
1449.jpg,12.,12.
1449.jpg,О,О
1449.jpg,издержкахъ,издержкахъ
1449.jpg,по,по
1449.jpg,рекрутскому,рекрутскому
1449.jpg,набору.,набору.
1449.jpg,№,№
1449.jpg,13.,13.
1449.jpg,О,о
1449.jpg,доходахъ,доходахъ
1449.jpg,и,и
1449.jpg,расходахъ,расходахъ
1449.jpg,городовъ.,городовъ.
1449.jpg,№,№
1449.jpg,14.,14.
1449.jpg,Статистическiя,Статистическiя
1449.jpg,свѣденiя.,свѣденiя.
1449.jpg,№,№
1449.jpg,15.,15.
1449.jpg,О,О
1449.jpg,рѣчномъ,рѣчномъ
1449.jpg,судоходствѣ.,судоходствѣ.
1449.jpg,№,№
1449.jpg,16.,16.
1449.jpg,О,О
1449.jpg,оборотахъ,оборотахъ
1449.jpg,на,на
1449.jpg,ярморкахъ.,ярморкахъ.
12639.jpg,Отдѣленiе,Отдѣленiя
12639.jpg,первое,первое
12639.jpg,"Состоянiя,",Состоянiя
12639.jpg,невключаемыя,неключаемыя
12639.jpg,въ,въ
12639.jpg,ревизiю,ревизiю
12639.jpg,1.,1
12639.jpg,Духовенство,Духовенство
12639.jpg,3.,3
12639.jpg,Въ,Въ
12639.jpg,вѣдомствѣ,вѣдомствѣ
12639.jpg,сухопут-,сухопут
12639.jpg,ныхъ,ныхъ
12639.jpg,сообщенiй,сообщений
12639.jpg,Ихъ,Ихъ
12639.jpg,дѣтей,дѣтей
12639.jpg,4.,4.
12639.jpg,Въ,Въ
12639.jpg,мастеровыхъ,мастеровыхъ
12639.jpg,Ихъ,Ихъ
12639.jpg,дѣтей,дѣтей
12639.jpg,5.,5.
12639.jpg,Въ,Въ
12639.jpg,цехѣ,цехѣ
12639.jpg,слугъ,случъ
12639.jpg,Ихъ,Ихъ
12639.jpg,дѣтей,дѣтей
12639.jpg,6,6
12639.jpg,На,На
12639.jpg,поселенiи.,поселенiи
12639.jpg,Водворенныхъ,Водворенныхъ
12639.jpg,Ихъ,Ихъ
12639.jpg,дѣтей.,дѣтей.
12639.jpg,Водворчемыхъ,Водворчемыхъ
12639.jpg,Ихъ,Ихъ
12639.jpg,дѣтей,дѣтей
12639.jpg,Приписанныхъ,Приписан
12639.jpg,къ преж,къ преж
12639.jpg,нимъ,нимъ
12639.jpg,селенiемъ,селенiимъ
12639.jpg,Ихъ,Ихъ
12639.jpg,дѣтей,дѣтей
12639.jpg,1.,1.
12639.jpg,Табель,Табель
12639.jpg,народонаселенiя,народонаселенiя
12639.jpg,79,79
12639.jpg,за,За
12639.jpg,1840-й,1840
12639.jpg,годъ.,годъ.
12639.jpg,Енисейская,Енисейская
12639.jpg,Губернiя.,Губернiя
12639.jpg,Въ,Въ
12639.jpg,Округахъ:,Округахъ
12639.jpg,Итого,Итого
12639.jpg,Красноярской,Красноярской
12639.jpg,Енисейской.,Енисейской.
12639.jpg,Ачинской.,Ачинской
12639.jpg,Канской.,Канской
12639.jpg,Минусинской,Минусинской
12639.jpg,статьей,мужескаго
12639.jpg,токо.,пола.
12639.jpg,некоторый,Женскаго
12639.jpg,естественный,Мужескаго
12639.jpg,током,пола.
12639.jpg,случайной,женскаго
12639.jpg,естественный,Мужескаго
12639.jpg,током,пола.
12639.jpg,микроклимат,Женскаго
12639.jpg,жены,Мужескаго
12639.jpg,Типы,пола.
12639.jpg,естественный,Женскаго.
12639.jpg,естественный,Мужескаго
12639.jpg,несоверше,пола.
12639.jpg,конструктивно,Женскаго
12639.jpg,естественный,Мужескаго
12639.jpg,током,пола.
12639.jpg,микросварка,Женскаго.
12639.jpg,88,88
12639.jpg,29,29
12639.jpg,10,10
12639.jpg,9,9
12639.jpg,98,98
12639.jpg,38,38
12639.jpg,18,18
12639.jpg,6,6
12639.jpg,8,8
12639.jpg,4,4
12639.jpg,26,26
12639.jpg,10,10
12639.jpg,106,106
12639.jpg,35,35
12639.jpg,18,18
12639.jpg,13,13.
12639.jpg,124,124
12639.jpg,48,48
12639.jpg,84,84
12639.jpg,20,20
12639.jpg,42,42
12639.jpg,17,17
12639.jpg,126,126
12639.jpg,37.,37
12639.jpg,23,23
12639.jpg,4,4
12639.jpg,10,10
12639.jpg,8,8
12639.jpg,33,33
12639.jpg,12,12
12639.jpg,107,107
12639.jpg,24,24
12639.jpg,52,52
12639.jpg,25,25.
12639.jpg,159,159
12639.jpg,49,49
12639.jpg,5026,5026
12639.jpg,833,833
12639.jpg,Съ,Съ
12639.jpg,дѣтьми,дѣтьми
12639.jpg,583,583
12639.jpg,519,519
12639.jpg,2995,2995
12639.jpg,1842,1842
12639.jpg,2085,2085
12639.jpg,912,912
12639.jpg,"10,975","10,975"
12639.jpg,4239,4239
12639.jpg,333,333
12639.jpg,269,269
12639.jpg,286,286
12639.jpg,133,133
12639.jpg,206,206
12639.jpg,199,199
12639.jpg,1199,1199
12639.jpg,1210,1210
12639.jpg,433,433
12639.jpg,436,436
12639.jpg,2171.,2171.
12639.jpg,"2,114","2,114"
12639.jpg,1965,1965
12639.jpg,1030,1030
12639.jpg,1965,1965
12639.jpg,1030,1030
12639.jpg,155,155
12639.jpg,149,149
12639.jpg,155,155
12639.jpg,149,149
12639.jpg,487,487
12639.jpg,235,235
12639.jpg,522,522
12639.jpg,281,281
12639.jpg,1113,"1,13"
12639.jpg,442,442
12639.jpg,945,945
