filename,text
images_group_62_9121_8877.png,учащихся.
images_group_62_9121_8878.png,учебныхъ
images_group_62_9121_8879.png,Число
images_group_62_9121_8880.png,Число
images_group_62_9121_8881.png,учащихся.
images_group_62_9121_8882.png,заведеній.
images_group_62_9121_8883.png,заведеній.
images_group_62_9121_8884.png,заведеній.
images_group_62_9121_8885.png,заведеній
images_group_62_9121_8886.png,об.
images_group_62_9121_8887.png,пола.
images_group_62_9121_8888.png,Мужская
images_group_62_9121_8889.png,классическая
images_group_62_9121_8890.png,гимназія
images_group_62_9121_8891.png,шестиклассная
images_group_62_9121_8893.png,Женскія
images_group_62_9121_8894.png,гимназія
images_group_62_9121_8896.png,Учительская
images_group_62_9121_8897.png,еминарі
images_group_62_9121_8898.png,Состоящее
images_group_62_9121_8899.png,при
images_group_62_9121_8900.png,ней
images_group_62_9121_8901.png,училище
images_group_62_9121_8902.png,Уѣдныя
images_group_62_9121_8903.png,училище
images_group_62_9121_8904.png,съ
images_group_62_9121_8905.png,приготовительными
images_group_62_9121_8907.png,нихъ
images_group_62_9121_8908.png,классами
images_group_62_9121_8909.png,Городовія
images_group_62_9121_8910.png,3-хъ
images_group_62_9121_8911.png,классныя
images_group_62_9121_8912.png,училища
images_group_62_9121_8913.png,Приходскія:
images_group_62_9121_8914.png,1-й
images_group_62_9121_8915.png,классныя
images_group_62_9121_8916.png,училища
images_group_62_9121_8917.png,Дѣтскій
images_group_62_9121_8918.png,пріютъ
images_group_62_9121_8919.png,Духовное
images_group_62_9121_8920.png,училище
images_group_62_9121_8921.png,Сельскія
images_group_62_9121_8922.png,начальный
images_group_62_9121_8923.png,"училище,"
images_group_62_9121_8925.png,ремесленное
images_group_62_9121_8926.png,училище
images_group_62_9121_8927.png,въ
images_group_62_9121_8928.png,селѣ
images_group_62_9121_8929.png,Кекурскомъ
images_group_62_9121_8930.png,Щеголевское
images_group_62_9121_8931.png,ремесленное
images_group_62_9121_8932.png,"училище,"
images_group_62_9121_8933.png,Итого
images_group_62_9130_10452.png,центнаго
images_group_62_9130_10453.png,"сбора,"
images_group_62_9130_10454.png,стали
images_group_62_9130_10455.png,утаивать
images_group_62_9130_10456.png,количество
images_group_62_9130_10457.png,добытаго
images_group_62_9130_10458.png,"золота,"
images_group_62_9130_10459.png,а
images_group_62_9130_10460.png,вмѣстѣ
images_group_62_9130_10461.png,съ
images_group_62_9130_10462.png,тѣмъ
images_group_62_9130_10463.png,участились
images_group_62_9130_10464.png,кражи
images_group_62_9130_10465.png,и
images_group_62_9130_10466.png,прода-
images_group_62_9130_10467.png,жа
images_group_62_9130_10468.png,золота
images_group_62_9130_10469.png,"рабочими,"
images_group_62_9130_10470.png,сбывавшими
images_group_62_9130_10471.png,его
images_group_62_9130_10472.png,подъ
images_group_62_9130_10473.png,видомь
images_group_62_9130_10474.png,"""вольно-приносительскаго"","
images_group_62_9130_10475.png,не
images_group_62_9130_10476.png,подлежащаго
images_group_62_9130_10477.png,взыска-
images_group_62_9130_10478.png,ніямъ
images_group_62_9130_10479.png,Въ
images_group_62_9130_10480.png,пользу
images_group_62_9130_10481.png,казны.
images_group_62_9130_10482.png,Пересмотръ
images_group_62_9130_10483.png,этого
images_group_62_9130_10484.png,"закона,"
images_group_62_9130_10485.png,Въ
images_group_62_9130_10486.png,цѣляхъ
images_group_62_9130_10487.png,большаго
images_group_62_9130_10488.png,приспособленія
images_group_62_9130_10489.png,его
images_group_62_9130_10490.png,Къ
images_group_62_9130_10491.png,условіямъ
images_group_62_9130_10492.png,золотого
images_group_62_9130_10493.png,"промысла,"
images_group_62_9130_10494.png,былъ
images_group_62_9130_10495.png,бы
images_group_62_9130_10496.png,желательнымъ
images_group_62_9130_10497.png,Изъ
images_group_62_9130_10498.png,другихъ
images_group_62_9130_10499.png,мѣръ
images_group_62_9130_10500.png,Къ
images_group_62_9130_10501.png,поднятію
images_group_62_9130_10502.png,золотопромыш-
images_group_62_9130_10503.png,ленности
images_group_62_9130_10504.png,можно
images_group_62_9130_10505.png,указать
images_group_62_9130_10506.png,на
images_group_62_9130_10507.png,устройство
images_group_62_9130_10508.png,и
images_group_62_9130_10509.png,улучшеніe
images_group_62_9130_10510.png,пріисковыхъ
images_group_62_9130_10511.png,"дорогъ,"
images_group_62_9130_10512.png,облегченіе
images_group_62_9130_10513.png,золотопромышленникамъ
images_group_62_9130_10514.png,выдачи
images_group_62_9130_10515.png,имъ
images_group_62_9130_10516.png,ссудъ
images_group_62_9130_10517.png,изъ
images_group_62_9130_10518.png,Государственнаго
images_group_62_9130_10519.png,Банка
images_group_62_9130_10520.png,на
images_group_62_9130_10521.png,оборудованіе
images_group_62_9130_10522.png,пріисковъ
images_group_62_9130_10523.png,"и,"
images_group_62_9130_10524.png,"наконецъ,"
images_group_62_9130_10525.png,открытіе
images_group_62_9130_10526.png,въ
images_group_62_9130_10527.png,го-
images_group_62_9130_10528.png,родѣ
images_group_62_9130_10529.png,Красноярскѣ
images_group_62_9130_10530.png,низшей
images_group_62_9130_10531.png,горно-технической
images_group_62_9130_10532.png,школы.
images_group_62_9130_10533.png,Послѣдняя
images_group_62_9130_10534.png,особенно
images_group_62_9130_10535.png,"желательна,"
images_group_62_9130_10536.png,въ
images_group_62_9130_10537.png,виду
images_group_62_9130_10538.png,современной
images_group_62_9130_10539.png,разработки
images_group_62_9130_10540.png,золотыхъ
images_group_62_9130_10541.png,пріисковъ
images_group_62_9130_10542.png,механическимъ
images_group_62_9130_10543.png,путемъ
images_group_62_9130_10544.png,Горнозаводская
images_group_62_9130_10545.png,Изъ
images_group_62_9130_10546.png,другихъ
images_group_62_9130_10547.png,ископаемыхъ
images_group_62_9130_10548.png,минераловъ
images_group_62_9130_10549.png,Въ
images_group_62_9130_10550.png,губер-
images_group_62_9130_10551.png,промышленность.
images_group_62_9130_10552.png,ніи
images_group_62_9130_10553.png,надлежитъ
images_group_62_9130_10554.png,отмѣтить
images_group_62_9130_10555.png,добычу
images_group_62_9130_10556.png,"чугуна,"
images_group_62_9130_10557.png,"желѣза,"
images_group_62_9130_10558.png,"мѣди,"
images_group_62_9130_10559.png,"азбеста,"
images_group_62_9130_10560.png,каменнаго
images_group_62_9130_10561.png,угля
images_group_62_9130_10562.png,и
images_group_62_9130_10563.png,соли.
images_group_62_9130_10564.png,Главнѣйшимъ
images_group_62_9130_10565.png,мѣсторожденіемъ
images_group_62_9130_10566.png,этихъ
images_group_62_9130_10567.png,ископаемыхъ
images_group_62_9130_10568.png,является
images_group_62_9130_10569.png,Минусинскій
images_group_62_9130_10570.png,горный
images_group_62_9130_10571.png,"округъ,"
images_group_62_9130_10572.png,который
images_group_62_9130_10573.png,по
images_group_62_9130_10574.png,об-
images_group_62_9130_10575.png,ширности
images_group_62_9130_10576.png,и
images_group_62_9130_10577.png,мощности
images_group_62_9130_10578.png,залежей
images_group_62_9130_10579.png,слѣдуеть
images_group_62_9130_10580.png,отнести
images_group_62_9130_10581.png,Къ
images_group_62_9130_10582.png,числу
images_group_62_9130_10583.png,богатѣйшихъ
images_group_62_9130_10584.png,раіоновъ
images_group_62_9130_10585.png,Сибири
images_group_62_9130_10586.png,и
images_group_62_9130_10587.png,горнопромыш-
images_group_62_9130_10588.png,ленность
images_group_62_9130_10589.png,въ
images_group_62_9130_10590.png,немъ
images_group_62_9130_10591.png,при
images_group_62_9130_10592.png,благопріятныхъ
images_group_62_9130_10593.png,обстоятель-
images_group_62_9130_10594.png,ствахъ
images_group_62_9130_10595.png,имѣетъ
images_group_62_9130_10596.png,всѣ
images_group_62_9130_10597.png,данныя
images_group_62_9130_10598.png,Къ
images_group_62_9130_10599.png,своему
images_group_62_9130_10600.png,развитію.
images_group_62_9130_10601.png,Въ
images_group_62_9130_10602.png,на-
images_group_62_9130_10603.png,стоящее
images_group_62_9130_10604.png,же
images_group_62_9130_10605.png,"время,"
images_group_62_9130_10606.png,за
images_group_62_9130_10607.png,удаленностью
images_group_62_9130_10608.png,округа
images_group_62_9130_10609.png,отъ
images_group_62_9130_10610.png,про-
images_group_62_9130_10611.png,мышленныхъ
images_group_62_9130_10612.png,центровъ
images_group_62_9130_10613.png,и
images_group_62_9130_10614.png,недостаткомъ
images_group_62_9130_10615.png,правильныхъ
images_group_62_9130_10616.png,и
images_group_62_9130_10617.png,удобныхъ
images_group_62_9130_10618.png,путей
images_group_62_9130_10619.png,"сообщенія,"
images_group_62_9130_10620.png,въ
images_group_62_9130_10621.png,связи
images_group_62_9130_10622.png,съ
images_group_62_9130_10623.png,отсутствіемъ
images_group_62_9130_10624.png,солидныхъ
images_group_62_9130_10625.png,"предпринимателей,"
images_group_62_9130_10626.png,всѣ
images_group_62_9130_10627.png,горныя
images_group_62_9130_10628.png,богатства
images_group_62_9130_10629.png,остаются
images_group_62_9130_10630.png,вполнѣ
images_group_62_9130_10631.png,или
images_group_62_9130_10632.png,частью
images_group_62_9130_10633.png,втунѣлежащими
images_group_62_9130_10634.png,Чугуннолитейное
images_group_62_9130_10635.png,и
images_group_62_9130_10636.png,желѣзодѣлательное
images_group_62_9130_10637.png,производ-
images_group_62_9130_10638.png,"ства,"
images_group_62_9130_10639.png,ограничиваясь
images_group_62_9130_10640.png,по
images_group_62_9130_10641.png,прежнему
images_group_62_9130_10642.png,однимъ
images_group_62_9130_10643.png,Абаканскимъ
images_group_62_9130_10644.png,заводомъ
images_group_62_9130_10645.png,Дѣйствительнаго
images_group_62_9130_10646.png,Тайнаго
images_group_62_9130_10647.png,Совѣтника
images_group_62_9130_10648.png,Рать-
images_group_62_9130_10649.png,"кова-Рожнова,"
images_group_62_9130_10650.png,выразились
images_group_62_9130_10651.png,90.622
images_group_62_9130_10652.png,пудами
images_group_62_9130_10653.png,чугуна и
images_group_62_9130_10654.png,чугуннаго
images_group_62_9130_10655.png,литья
images_group_62_9130_10656.png,и
images_group_62_9130_10657.png,"112,220"
images_group_62_9130_10658.png,пудами
images_group_62_9130_10659.png,"желѣза,"
images_group_62_9130_10660.png,то
images_group_62_9130_10661.png,есть
images_group_62_9130_10662.png,производительность
images_group_62_9130_10663.png,завода
images_group_62_9130_10664.png,въ
images_group_62_9130_10665.png,отчетномъ
images_group_62_9130_10666.png,"году,"
images_group_62_9130_10667.png,по
images_group_62_9130_10668.png,срав-
images_group_62_9130_10669.png,ненію
images_group_62_9130_10670.png,съ
images_group_62_9130_10671.png,предшествовавшимъ
images_group_62_9130_10672.png,"годомь,"
images_group_62_9130_10673.png,ПОНИЗИЛАСЬ
images_group_62_9130_10674.png,Мѣдная
images_group_62_9130_10675.png,промышленность
images_group_62_9130_10676.png,за
images_group_62_9130_10677.png,минувшій
images_group_62_9130_10678.png,годъ
images_group_62_9130_10679.png,весь-
images_group_62_9130_10680.png,ма
images_group_62_9130_10681.png,замѣтно
images_group_62_9130_10682.png,подвинулась
images_group_62_9130_10683.png,"впередъ,"
images_group_62_9130_10684.png,особенно
images_group_62_9130_10685.png,на
images_group_62_9130_10686.png,рудни-
images_group_62_9130_10687.png,кахъ
images_group_62_9130_10688.png,акціонернаго
images_group_62_9130_10689.png,общества
images_group_62_9130_10690.png,Енисейской
images_group_62_9130_10691.png,мѣди.
images_group_62_9130_10692.png,Имѣя
images_group_62_9130_10693.png,весьма
images_group_62_9130_10694.png,богатыя
images_group_62_9130_10695.png,залежи
images_group_62_9130_10696.png,мѣдной
images_group_62_9130_10697.png,"руды,"
images_group_62_9130_10698.png,общество
images_group_62_9130_10699.png,это
images_group_62_9130_10700.png,въ
images_group_62_9130_10701.png,отчетномъ
images_group_62_9130_10702.png,году
images_group_62_9130_10703.png,приступило
images_group_62_9130_10704.png,Къ
images_group_62_9130_10705.png,постройкѣ
images_group_62_9130_10706.png,мѣдно-
images_group_62_9130_10707.png,плавильнаго
images_group_62_9130_10708.png,"завода,"
images_group_62_9130_10709.png,обѣщающаго
images_group_62_9130_10710.png,оказать
images_group_62_9130_10711.png,большое
images_group_62_9130_10712.png,влія-
images_group_62_9130_10713.png,ніе
images_group_62_9130_10714.png,на
images_group_62_9130_10715.png,дальнѣйшее
images_group_62_9130_10716.png,развитіе
images_group_62_9130_10717.png,мѣднаго
images_group_62_9130_10718.png,дѣла.
images_group_62_9130_10719.png,Добыча
images_group_62_9130_10720.png,азбеста
images_group_62_9130_10721.png,мало
images_group_62_9130_10722.png,измѣнилась
images_group_62_9130_10723.png,и
images_group_62_9130_10724.png,выразилась
images_group_62_9130_10725.png,"70,000"
images_group_62_9130_10726.png,"пудами,"
images_group_62_9130_10727.png,полученными
images_group_62_9130_10728.png,большею
images_group_62_9130_10729.png,частью
images_group_62_9130_10730.png,отъ
images_group_62_9130_10731.png,раз-
images_group_62_9130_10732.png,вѣдки
images_group_62_9130_10733.png,открытыхъ
images_group_62_9130_10734.png,ранѣе
images_group_62_9130_10735.png,мѣсторожденій.
images_group_62_9130_10736.png,Изъ
images_group_62_9130_10737.png,каменноугольныхъ
images_group_62_9130_10738.png,копей
images_group_62_9130_10739.png,наиболѣе
images_group_62_9130_10740.png,извѣстны
images_group_62_9130_10741.png,Изыхскія
images_group_62_9130_10742.png,копи
images_group_62_9130_10743.png,К^0
images_group_62_9130_10744.png,"Узунова,"
images_group_62_9130_10745.png,Попова
images_group_62_9130_10746.png,и
images_group_62_9130_10747.png,Пашенныхъ
images_group_62_9130_10748.png,въ
images_group_62_9130_10749.png,Минусинскомъ
images_group_62_9130_10750.png,уѣздѣ
images_group_62_9130_10751.png,и
images_group_62_9130_10752.png,Иржинскія
images_group_62_9130_10753.png,копи
images_group_62_9130_10754.png,Шильникова
images_group_62_9130_10755.png,въ
images_group_62_9130_10756.png,Канскомъ
images_group_62_9130_10757.png,УѣЗДѣ
images_group_62_9136_12385.png,Образованіе
images_group_62_9136_12386.png,пере-
images_group_62_9136_12387.png,Въ
images_group_62_9136_12388.png,1906
images_group_62_9136_12389.png,г.
images_group_62_9136_12390.png,чинами
images_group_62_9136_12391.png,переселенческой
images_group_62_9136_12392.png,организаціи
images_group_62_9136_12393.png,селенческихъ и
images_group_62_9136_12394.png,за-
images_group_62_9136_12395.png,Енисейско-Иркутскаго
images_group_62_9136_12396.png,раіона
images_group_62_9136_12397.png,было
images_group_62_9136_12398.png,окончательно
images_group_62_9136_12399.png,от-
images_group_62_9136_12400.png,пасныхъ
images_group_62_9136_12401.png,участковъ.
images_group_62_9136_12402.png,граничено
images_group_62_9136_12403.png,17
images_group_62_9136_12404.png,переселенческихъ
images_group_62_9136_12405.png,"участковъ,"
images_group_62_9136_12406.png,общей
images_group_62_9136_12407.png,пло-
images_group_62_9136_12408.png,щадью
images_group_62_9136_12409.png,"27.343,99"
images_group_62_9136_12410.png,десятинъ
images_group_62_9136_12411.png,на
