image,incorrect,correct
images_group_62_9096_6813.png,займомъ,займощь
images_group_62_9096_6814.png,изъ,изъ
images_group_62_9096_6815.png,запасныхъ,запасныхъ
images_group_62_9096_6816.png,сельскихъ,сельскихъ
images_group_62_9096_6817.png,экономическихъ,экономическихъ
images_group_62_9096_6818.png,"магариновъ,","магазиновъ,"
images_group_62_9096_6819.png,въ,и
images_group_62_9096_6820.png,коихъ,коихъ
images_group_62_9096_6821.png,находится,находится
images_group_62_9096_6822.png,на,на
images_group_62_9096_6823.png,лицо,лицо
images_group_62_9096_6824.png,озимаго,озимаго
images_group_62_9096_6825.png,и,и
images_group_62_9096_6826.png,яроваго,яроваго
images_group_62_9096_6827.png,хлѣба,хлѣба
images_group_62_9096_6828.png,до,до
images_group_62_9096_6829.png,264898 го.,264398 го
images_group_62_9096_6830.png,повертей;,твертей;
images_group_62_9096_6831.png,кромѣ,кромѣ
images_group_62_9096_6832.png,"того,","того,"
images_group_62_9096_6833.png,занимаясь,занимаясь
images_group_62_9096_6834.png,рабково,работа
images_group_62_9096_6835.png,"промышленностію,","промышленностію,"
images_group_62_9096_6836.png,какъ,какъ
images_group_62_9096_6837.png,то,то
images_group_62_9096_6838.png,извозомъ,изводомъ
images_group_62_9096_6839.png,купеческихъ,купеческихъ
images_group_62_9096_6840.png,"товаровъ,","товаровъ,"
images_group_62_9096_6841.png,рыболовствомъ,рыболовствомъ
images_group_62_9096_6842.png,и,и
images_group_62_9096_6843.png,добычей,добычей
images_group_62_9096_6844.png,"зверей,","звѣрей,"
images_group_62_9096_6845.png,они,они
images_group_62_9096_6846.png,могутъ,могутъ
images_group_62_9096_6848.png,сти,сти
images_group_62_9096_6849.png,себѣ,себѣ
images_group_62_9096_6850.png,средства,средства
images_group_62_9096_6851.png,къ,къ
images_group_62_9096_6853.png,хлѣба,хлѣба
images_group_62_9096_6854.png,по-,Не-
images_group_62_9096_6855.png,зависимо,зависимо
images_group_62_9096_6856.png,"сего,","сего,"
images_group_62_9096_6857.png,продовольствіе,продовольствіе
images_group_62_9096_6859.png,Енисейской,Енисейской
images_group_62_9096_6860.png,губерніи,губерніи
images_group_62_9096_6861.png,обезпечивается,обезпечивается
images_group_62_9096_6863.png,дующими,дующими
images_group_62_9096_6864.png,продовольственными,продовольственными
images_group_62_9096_6866.png,талами:,талами
images_group_62_9096_6867.png,"а.,","а,"
images_group_62_9096_6868.png,губернскимъ,губернаторъ
images_group_62_9096_6869.png,95053,95053
images_group_62_9096_6870.png,руб,руб
images_group_62_9096_6871.png,29,29
images_group_62_9096_6873.png,находящимся,находящимся
images_group_62_9096_6874.png,въ обращеніе,въ обращеніи
images_group_62_9096_6875.png,вы,въ
images_group_62_9096_6876.png,государствен-,Государствен-
images_group_62_9096_6877.png,намъ,номъ
images_group_62_9096_6878.png,банкѣ,банкѣ
images_group_62_9096_6879.png,процентныхъ,процентныхъ
images_group_62_9096_6880.png,бумагахъ;,бумагахъ;
images_group_62_9096_6882.png,мѣщанскимъ,мѣщанскимъ
images_group_62_9096_6883.png,794 руб,7174 руб
images_group_62_9096_6884.png,"12 коп.,","12 коп.,"
images_group_62_9096_6885.png,въ,въ
images_group_62_9096_6886.png,крестьян,крестьян-
images_group_62_9096_6887.png,"снимъ,","скимъ,"
images_group_62_9096_6888.png,Усть-,Усть-
images_group_62_9096_6889.png,Тунгуской,Тунгузской
images_group_62_910_7874.png,Израсходовано,Израсходовано
images_group_62_910_7875.png,изъ,изъ
images_group_62_910_7876.png,суммъ,суммъ
images_group_62_910_7877.png,Къ,Къ
images_group_62_910_7878.png,1-му,1-му
images_group_62_910_7879.png,поступило,поступило
images_group_62_910_7880.png,суммъ,суммъ
images_group_62_910_7881.png,варя,варя
images_group_62_910_7882.png,1866 к,1866 г.
images_group_62_910_7883.png,енныхъ,енныхъ
images_group_62_910_7884.png,Частныхъ,Частныхъ
images_group_62_910_7885.png,Итого,Итого
images_group_62_910_7886.png,съ,съ
images_group_62_910_7887.png,Казенныхъ,Казенныхъ
images_group_62_910_7888.png,Частныхъ,Частныхъ
images_group_62_910_7889.png,Итого,Итого
images_group_62_910_7890.png,Къ 1-му,Къ 1-му
images_group_62_910_7891.png,янва,янва
images_group_62_910_7892.png,ря 1867 г,ря 1867 г
images_group_62_910_7893.png,благотворитель,благотворитель-
images_group_62_910_7894.png,благотвори-,благотвори
images_group_62_910_7895.png,съостатой,съ остаточ
images_group_62_910_7896.png,ныхъ и,ныхъ и
images_group_62_910_7897.png,Эко-,Эко-
images_group_62_910_7898.png,осталось,осталось
images_group_62_910_7899.png,оставалось,оставалось
images_group_62_910_7900.png,тельныхъ,тельныхъ
images_group_62_910_7901.png,и,и
images_group_62_910_7902.png,ными,ными
images_group_62_910_7903.png,номическихъ,номическихъ
images_group_62_910_7904.png,Экономическихъ,Экономическихъ
images_group_62_910_7905.png,По,По
images_group_62_910_7906.png,Губернскому,Губернскому
images_group_62_910_7907.png,Комитету-,Комитету-
images_group_62_910_7908.png,4-мъ,4-мъ
images_group_62_910_7909.png,Мужскимъ,Мужскимъ
images_group_62_910_7910.png,отдѣленіямъ,отдѣленіямъ
images_group_62_910_7911.png,На,На
images_group_62_910_7912.png,капиталы,капиталы
images_group_62_910_7913.png,Комитета,Комитета
images_group_62_910_7914.png,обращающіеся,обращающіеся
images_group_62_910_7915.png,въ,въ
images_group_62_910_7916.png,кредитным,кредитныя
images_group_62_910_7917.png,становленіяхъ,становленіяхъ
images_group_62_910_7918.png,въ,въ
images_group_62_910_7919.png,количествѣ-,количествѣ-
images_group_62_910_7920.png,16173 р,16173 р
images_group_62_910_7921.png,процентовъ,процентовъ
images_group_62_910_7922.png,не,не
images_group_62_910_7923.png,истребовано.,истребовано.
images_group_62_910_7924.png,Расходъ,Расходъ
images_group_62_910_7925.png,изъ,изъ
images_group_62_910_7926.png,собственныхъ,собственныхъ
images_group_62_910_7927.png,суммъ,суммъ
images_group_62_910_7928.png,Комитета,Комитета
images_group_62_910_7929.png,ит дѣленіи,отдѣленіи
images_group_62_910_7930.png,"простирался,","простирался,"
images_group_62_910_7931.png,какъ,какъ
images_group_62_910_7932.png,значится,значится
images_group_62_910_7933.png,выше,выше
images_group_62_910_7934.png,въ,въ
images_group_62_910_7935.png,графѣ,графѣ
images_group_62_910_7936.png,"6,","6,"
images_group_62_910_7937.png,до-,до-
images_group_62_910_7938.png,21175 р.,21175 р.
images_group_62_910_7939.png,77 1/2 к.,77 1/2 к.
images_group_62_910_7940.png,На,На
images_group_62_910_7941.png,слѣдующіе,слѣдующіе
images_group_62_910_7942.png,предметы:,предметы:
images_group_62_910_7943.png,Жалованье и,Жалованье и
images_group_62_910_7944.png,пособіе,пособіе
images_group_62_910_7945.png,"Смотрителямъ,","Смотрителямъ,"
images_group_62_910_7946.png,Священно,Священно
images_group_62_910_7948.png,"врачу,","врачу,"
images_group_62_910_7949.png,"фельдшерамъ,","фельдшерамъ,"
images_group_62_910_7950.png,"надзирателямъ,","надзирателямъ,"
images_group_62_910_7951.png,содер-,содер-
images_group_62_910_7952.png,жаніе,маніе
images_group_62_910_7953.png,канцеляріи,канцеляріи
images_group_62_910_7954.png,и,и
images_group_62_910_7955.png,прислуги-,прислуги-
images_group_62_910_7956.png,"О дежду,","Одежду,"
images_group_62_910_7957.png,бѣлье,бѣлье
images_group_62_910_7958.png,и,и
images_group_62_910_7959.png,"обувъ,",обувь.
images_group_62_910_7960.png,Улучшеніе,Улучшеніе
images_group_62_910_7961.png,"тюремъ,","тюремъ,"
images_group_62_910_7962.png,постройки,построики
images_group_62_910_7963.png,"въ нихъ,","въ нихъ,"
images_group_62_910_7964.png,исправленіе,исправленіе
images_group_62_910_7965.png,"оврежденій,","оврежденій,"
images_group_62_910_7966.png,снабженіе,снабженіе
images_group_62_910_7967.png,необходимыми,необходимыми
images_group_62_910_7968.png,вещами-,вещами-
images_group_62_910_7969.png,Въ,Въ
images_group_62_910_7970.png,пособіе,пособіе
images_group_62_910_7971.png,на,на
images_group_62_910_7972.png,содержаніе,содержаніe
images_group_62_910_7973.png,"больницъ,","больницъ,"
images_group_62_910_7974.png,плату,плату
images_group_62_910_7975.png,"замедикагенты,","за медикаменты,"
images_group_62_910_7976.png,покупку,покупку
images_group_62_910_7977.png,коммисаріатскихъ,коммисаріатскихъ
images_group_62_910_7978.png,припасовъ-,припасовъ -
images_group_62_910_7979.png,Улучшеніе,Улучшеніе
images_group_62_910_7980.png,арестантской,арестантской
images_group_62_910_7981.png,пищи,пищи
images_group_62_910_7982.png,понедостатку,понедостатку
images_group_62_910_7983.png,кормбыхъ,кормвыхъ
images_group_62_910_7984.png,"денегъ,","денегъ,"
images_group_62_910_7985.png,покупку,покупку
images_group_62_910_7986.png,мяса,мяса
images_group_62_910_7987.png,рыбы,рыбы
images_group_62_910_7988.png,ипроч.,ипроч.
images_group_62_910_7989.png,Покупку,Покупку
images_group_62_910_7990.png,рогатаго,рогатаго
images_group_62_910_7991.png,скота,скота
images_group_62_910_7992.png,для,для
images_group_62_910_7993.png,"убоя,","убоя,"
images_group_62_910_7994.png,муки,муки
images_group_62_910_7995.png,речаной,ржаной
images_group_62_910_7996.png,но продовольствіе,напродовольствіе
images_group_62_910_7997.png,арестантовъ,арестантовъ
images_group_62_910_7998.png,Отсылку,Отсылку
images_group_62_910_7999.png,телеграмы,телеграмы
images_group_62_910_8000.png,Г.,Г.
images_group_62_910_8001.png,Министру,Министру
images_group_62_910_8002.png,Внутреннихъ,Внутреннихъ
images_group_62_910_8003.png,Дѣл,дѣлъ
images_group_62_910_8004.png,объ,объ
images_group_62_910_8005.png,увеличеніи,увеличеніи
images_group_62_910_8006.png,кормовыхъ,кормовыхъ
images_group_62_910_8007.png,арестантамъ.,арестантамъ.
images_group_62_910_8008.png,Военный,Военный
images_group_62_910_8009.png,Губернаторъ,Губернаторъ
images_group_62_910_8010.png,Красноярска,Красноярска
images_group_62_910_8011.png,и Енисейскій,и Енисейскій
images_group_62_910_8012.png,Гражданскій,Гражданскій
images_group_62_910_8013.png,"Губернаторъ,","Губернаторъ,"
images_group_62_910_8014.png,Генералъ-,Генералъ-е
images_group_62_910_8015.png,Маіоръ,Маіоръ
images_group_62_910_8016.png,Старифического,Статистического
images_group_62_910_8019.png,Порученій,Порученій
images_group_62_910_8020.png,Чиня Съ,Имя Сев
images_group_62_9122_8934.png,Въ,Въ
images_group_62_9122_8936.png,дѣвкѣ нумеров,дѣкѣ ну меров
images_group_62_9122_8938.png,потод,пятьд
images_group_62_9122_8939.png,мячь,сятъ
images_group_62_9122_8941.png,"Вѣрна М.,",Вѣрно Н.д.
images_group_62_9122_8942.png,Секретарь,Секретарь
images_group_62_908_15058.png,Обора,Сбора
images_group_62_908_15059.png,на,на
images_group_62_908_15060.png,народное продоволь-,народное продоволь-
images_group_62_908_15061.png,ствіе,ствіе
images_group_62_908_15062.png,Къ 1 числу Января,Къ 1 числу Января
images_group_62_908_15063.png,1866 года,1866 года
images_group_62_908_15064.png,состоя-,состоя-
images_group_62_908_15065.png,ло,ло
images_group_62_908_15066.png,этаго,этаго
images_group_62_908_15067.png,капитала,Капитала
images_group_62_908_15068.png,на лицо,на лицо
images_group_62_908_15069.png,Въ недоимкѣ,Въ недоимкѣ
images_group_62_908_15070.png,на жителяхъ,на жителяхъ-
images_group_62_908_15071.png,Въ долгу,Въ долгу
images_group_62_908_15072.png,на хлѣбномъ,ни хлѣбномъ
images_group_62_908_15073.png,капиталѣ,капиталѣ
images_group_62_908_15074.png,Въ 1866 году,Въ 1866 году
images_group_62_908_15075.png,слѣдовало,слѣдовало
images_group_62_908_15076.png,собрать-,собрать-
images_group_62_908_15077.png,Въ то число,Въ то число
images_group_62_908_15078.png,собрано,собрано
images_group_62_908_15079.png,съжите,съ жите
images_group_62_908_15080.png,лей,лей:
images_group_62_908_15081.png,"Съ Мѣщанъ,","Съ Мѣщанъ,"
images_group_62_908_15082.png,поселенцевъ,поселенцевъ
images_group_62_908_15083.png,и Инород-,и инород
images_group_62_908_15084.png,цевъ,цевъ
images_group_62_908_15085.png,"по 5 копѣекъ,","по 5 копѣекъ,"
images_group_62_908_15086.png,", а съ крестьянъ",а съ крестьянъ
images_group_62_908_15087.png,по 3 копѣки,по 3 копѣки.
images_group_62_908_15088.png,Исключено,Исключено
images_group_62_908_15089.png,за убылью-,за убылью
images_group_62_908_15090.png,душъ.,душъ
images_group_62_908_15091.png,Зачтено,Зачтено
images_group_62_908_15092.png,вступившихъ,вступившихъ
images_group_62_908_15093.png,въ 1865 году,въ 1865 году
images_group_62_908_15094.png,въ счетъ,въ счетъ
images_group_62_908_15095.png,оклада 1866 года,оклада 1866 года
images_group_62_908_15096.png,Поступило,Поступило
images_group_62_908_15097.png,въ счетъ,въ счетъ
images_group_62_908_15098.png,оклада 1867,оклада 1867
images_group_62_908_15099.png,года.,года
images_group_62_908_15100.png,За тѣмъ,за тѣмъ
images_group_62_908_15101.png,къ 1867 году,къ 1867 году
images_group_62_908_15102.png,осталось,осталось
images_group_62_908_15103.png,на лицо,на лицо
images_group_62_908_15104.png,Въ недоимкѣ,Въ недоимкѣ
images_group_62_908_15105.png,на жителяхъ,на жителяхъ
images_group_62_908_15106.png,Въ дому,Въ долгу
images_group_62_908_15107.png,на хлѣбномъ,на хлѣбномъ
images_group_62_908_15108.png,капита,Капита
images_group_62_908_15109.png,лѣ.,лѣ
images_group_62_908_15110.png,Для пострадавшихъ,Для пострадавшихъ
images_group_62_908_15111.png,отъ,отъ
images_group_62_908_15112.png,по-,по-
images_group_62_908_15113.png,жара:,жара:
images_group_62_908_15114.png,Къ 1 числу Января,Къ 1 числу Января
images_group_62_908_15115.png,оставалось,оставалось
images_group_62_908_15116.png,на лицо-,на лицо-
images_group_62_908_15117.png,Въ недоимкѣ,Въ недоимкѣ
images_group_62_908_15118.png,на жителяхъ,на жителяхъ.
images_group_62_908_15119.png,Въ 1866 году,Въ 1866 году
images_group_62_908_15120.png,слѣдовало,слѣдовало
images_group_62_908_15121.png,собрать,собрать
images_group_62_908_15122.png,со включеніемъ,со включеніемъ
images_group_62_908_15123.png,причисленія,причисленія-
images_group_62_908_15124.png,Въ то число,Въ то число
images_group_62_908_15125.png,собрано,собрано
images_group_62_908_15126.png,съ жите-,съ жите-
images_group_62_908_15127.png,лей,лей
images_group_62_908_15128.png,по 4 копѣйки.,по 4 копѣйки.
images_group_62_908_15129.png,Исключено,Исключено
images_group_62_908_15130.png,за убылью,за убылью
images_group_62_908_15131.png,душъ,душъ
images_group_62_908_15132.png,зачтено,зачтено
images_group_62_908_15133.png,вступившихъ,встрившихъ
images_group_62_908_15134.png,въ 1865 году,въ 1865 году
images_group_62_908_15135.png,въ,въ
images_group_62_908_15136.png,счетъ,счетъ
images_group_62_908_15137.png,окладнаго,окладнаго
images_group_62_908_15138.png,сбора 1866 года.,сбора 1866 года.
images_group_62_908_15139.png,Поступило,Поступило
images_group_62_908_15140.png,въ счетъ,въ счетъ
images_group_62_908_15141.png,оклада 1867 ро,оклада 1867-го
images_group_62_908_15142.png,да,да
images_group_62_908_15143.png,Употреблено,Употреблено
images_group_62_908_15144.png,въ расходъ.,въ расходъ.
images_group_62_908_15145.png,Выдано,Выдано
images_group_62_908_15146.png,разнымъ,разнымъ
images_group_62_908_15147.png,лицамъ,лицамъ
images_group_62_908_15148.png,по-,по-
images_group_62_908_15149.png,терпѣвшимъ,терпѣвшимъ
images_group_62_908_15150.png,разореніе,разореніе
images_group_62_908_15151.png,отъ,отъ
images_group_62_908_15152.png,по-,по-
images_group_62_908_15153.png,жара,жара
images_group_62_908_15154.png,За тѣмъ,за тѣмъ
images_group_62_908_15155.png,осталось,осталось
images_group_62_908_15156.png,къ 1867 году,къ 1867 году
images_group_62_908_15157.png,на лицо.,на лицо.
images_group_62_908_15158.png,Въ недоимкѣ,Въ недоимкѣ
images_group_62_908_15159.png,на жителяхъ,на жителяхъ
images_group_62_908_15160.png,Экономическаго,Экономическаго
images_group_62_908_15161.png,поселенческаго,поселенческаго
images_group_62_908_15162.png,капитала,капитала
images_group_62_908_15163.png,Къ 1 Января,Къ 1 Января
images_group_62_908_15164.png,1866 года,1866 года
images_group_62_908_15165.png,остава-,остава-
images_group_62_908_15166.png,лось,лось
images_group_62_908_15167.png,на лицо,на лицо
images_group_62_908_15168.png,сего капитала,сего капитала
images_group_62_908_15169.png,Въ недоимкѣ,Въ недоимкѣ
images_group_62_908_15170.png,на жителяхъ.,на жителяхъ.
images_group_62_908_15171.png,Въ 1865 году,Въ 1865 году 
images_group_62_908_15172.png,слѣдовало,слѣдовало
images_group_62_908_15173.png,собрать,собрать
images_group_62_908_15174.png,Въ то,Въ то
images_group_62_908_15175.png,число,число
images_group_62_908_15176.png,собрано,собрано
images_group_62_908_15177.png,Исключено,Исключено
images_group_62_908_15178.png,за убылью,за убылью
images_group_62_908_15179.png,душъ,душъ
images_group_62_908_15180.png,Поступило,Поступило
images_group_62_908_15181.png,въ счетъ,въ счетъ
images_group_62_908_15182.png,оклада,оклада
images_group_62_908_15183.png,1867 года,1867 года
images_group_62_908_15184.png,За тѣмъ,За тѣмъ
images_group_62_908_15185.png,къ 1 числу,къ 1 числу
images_group_62_908_15186.png,Января,Января
images_group_62_908_15187.png,1867 года,1867 года
images_group_62_908_15188.png,осталось,осталось
images_group_62_908_15189.png,въ недоимкѣ,въ недоимкѣ
images_group_62_908_15190.png,жителяхъ.,жителяхъ.-
images_group_62_908_17488.png,25322 р.,25322 р.
images_group_62_908_17489.png,2457 р.,2457р.
images_group_62_908_17490.png,34435 р.,34435 р.
images_group_62_908_17491.png,5187 р.,5187 р.
images_group_62_908_17492.png,2249 р.,2249р
images_group_62_908_17493.png,2755 р.,2755 р.
images_group_62_908_17494.png,42 р.,42 р.
images_group_62_908_17495.png,110р.,110 р.
images_group_62_908_17496.png,27682 р,27682р
images_group_62_908_17497.png,2598 р.,2598 р.
images_group_62_908_17498.png,34435 р.,34435р
images_group_62_908_17499.png,12840 р.,12840 р.
images_group_62_908_17500.png,783 р,783 р
images_group_62_908_17501.png,6583 р.,6583 р.
images_group_62_908_17502.png,103 р.,103 р.
images_group_62_908_17503.png,2275 р.,2275 р.
images_group_62_908_17504.png,1096 р.,1096 р.
images_group_62_908_17505.png,2439 р.,2439 р.
images_group_62_908_17506.png,7618 р.,7618 р.
images_group_62_908_17507.png,17685 р.,17685 р.
images_group_62_908_17508.png,892 р.,892 р.
images_group_62_908_17509.png,15362 р.,15362 р.
images_group_62_908_17510.png,449 р.,449р.
images_group_62_908_17511.png,58р,58 р.
images_group_62_908_17512.png,12р.,12 р.
images_group_62_908_17513.png,708 р.,708 р.
images_group_62_908_17514.png,2913 р.,2913 р.
images_group_62_908_17515.png,3744р,3744р
images_group_62_908_17516.png,26 1/4 к.,26 1/4к
images_group_62_908_17517.png,48 3/7 к.,48 3/4к
images_group_62_908_17518.png,43 к.,43 к.
images_group_62_908_17519.png,70к,70к
images_group_62_908_17520.png,60 1/2к,60 1/2 к.
images_group_62_908_17521.png,50к,50к
images_group_62_908_17522.png,69 1/4к,69 1/4к
images_group_62_908_17523.png,67 к.,67к.
images_group_62_908_17524.png,36 1/4к,36 3/4к
images_group_62_908_17525.png,46 3/4 к.,46 3/4 к.
images_group_62_908_17526.png,75 1/4к,75 1/4к
images_group_62_908_17527.png,79 к.,79к.
images_group_62_908_17528.png,2к,2к
images_group_62_908_17529.png,13 3/4 к.,13 3/4 к.
images_group_62_908_17530.png,27 1/4,27 1/4
images_group_62_908_17531.png,10 к.,10 к.
images_group_62_908_17532.png,2 1/2к,2 1/2 к.
images_group_62_908_17533.png,78 к.,78к
images_group_62_908_17534.png,47 1/2к,47 1/2к
images_group_62_908_17535.png,23 3/4к,23 3/4 к.
images_group_62_908_17536.png,52к,52к
images_group_62_908_17537.png,15 к.,15 к.
images_group_62_908_17538.png,43 1/4к,43 1/4к
images_group_62_908_17539.png,96 1/4к,96 1/4к
images_group_62_908_17540.png,81 1/2,81 1/2
images_group_62_908_17541.png,78 к,78 к
images_group_62_908_17542.png,70 1/2к,70 1/2к
images_group_62_908_17543.png,26 1/2 к.,26 1/2к
images_group_62_910_18073.png,7787.,7787.
images_group_62_910_18074.png,1394,1394
images_group_62_910_18075.png,4470,44 3/4 40
images_group_62_910_18076.png,32 1/7,92 3/4
images_group_62_910_18077.png,16.,16.
images_group_62_910_18078.png,307.,507
images_group_62_910_18079.png,"26,565",65.
images_group_62_910_18080.png,28 1/4,28 1/4
images_group_62_910_18081.png,92.,92.
images_group_62_910_18082.png,15.718.,15718
images_group_62_910_18083.png,978.,978
images_group_62_910_18084.png,45 3/4,45 3/4
images_group_62_910_18085.png,82 3/4,82 3/4
images_group_62_910_18086.png,63971.,63971
images_group_62_910_18087.png,18 3/4,18 3/4
images_group_62_910_18088.png,67 1/2,67 1/2
images_group_62_910_18089.png,18881.,18.881.
images_group_62_910_18090.png,40258,40.258.
images_group_62_910_18091.png,39 1/4,39 1/4
images_group_62_910_18092.png,20502,20.502.
images_group_62_910_18093.png,673.,673.
